code,name,net_shares,net_amount
,群益臺灣加權反1,230,323.0
2409,友達,194,3305.0
2515,中工,192,2515.0
,主動安聯台灣高息,153,1935.0
2812,台中銀,141,2955.0
3481,群創,123,2995.0
6770,力積電,101,5523.0
,國泰20年美債正2,101,716.0
8150,南茂,81,4618.0
2324,仁寶,77,2109.0
2367,燿華,75,5498.0
2834,臺企銀,55,829.0
2344,華邦電,54,4943.0
,國泰臺灣加權反1,47,109.0
8215,明基材,44,1021.0
1711,永光,39,1347.0
2609,陽明,39,2021.0
00919,群益台灣精選高息,39,871.0
2401,凌陽,37,721.0
1304,台聚,36,640.0
,中信中國50正2,28,284.0
3062,建漢,28,834.0
5243,乙盛-KY,26,2533.0
4906,正文,27,978.0
2027,大成鋼,26,968.0
,元大台灣50正2,-394,-8195.0
009816,凱基台灣TOP50,-262,-2794.0
,主動統一台股增長,-210,-4348.0
00900,富邦特選高股息30,-145,-1999.0
,主動元大AI新經濟,-137,-1679.0
,群益ESG投等債20+,-101,-1512.0
0050,元大台灣50,-101,-7568.0
,群益優選非投等債,-91,-880.0
,主動兆豐台灣豐收,-86,-851.0
6141,柏承,-79,-1585.0
2887,台新新光金,-74,-1800.0
,元大美債20年,-71,-1944.0
1314,中石化,-58,-480.0
2303,聯電,-55,-3226.0
2489,瑞軒,-52,-1839.0
8112,至上,-44,-3533.0
2481,強茂,-42,-4280.0
,主動安聯台灣,-40,-430.0
00713,元大台灣高息低波,-35,-1813.0
2455,全新,-34,-9644.0
1528,恩德,-34,-924.0
00940,元大台灣價值高息,-34,-326.0
,元大投資級公司債,-31,-1066.0
,期街口布蘭特正2,-30,-2038.0
3591,艾笛森,-30,-638.0
