code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動安聯台灣高息,625,0,625,867.2,13.88
3011,今皓,282,38,244,315.0,12.91
3481,群創,971,768,203,561.0,27.74
,元大台灣50正2,222,44,178,456.4,25.7
,主動群益美國增長,164,0,164,170.8,10.4
,主動統一台股增長,336,193,143,354.3,24.7
,主動兆豐台灣豐收,115,1,114,129.9,11.39
,主動國泰動能高息,74,4,70,82.6,11.81
8358,金居,73,10,63,2097.1,334.29
2495,普安,79,25,54,232.9,43.12
2324,仁寶,83,38,45,135.8,30.21
2329,華泰,69,26,43,264.2,61.44
2402,毅嘉,86,43,43,281.9,66.17
1717,長興,67,27,40,310.4,76.09
4566,時碩工業,37,0,37,267.3,71.57
8112,至上,35,3,32,271.5,85.49
3031,佰鴻,32,2,30,99.0,32.97
3135,凌航,29,0,29,356.3,122.84
3264,欣銓,32,4,28,505.1,177.85
00927,群益半導體收益,44,17,27,74.9,27.74
3042,晶技,33,9,24,317.1,132.13
,主動聯博全球非投,22,0,22,22.2,10.08
1802,台玻,132,111,21,132.9,62.51
8027,鈦昇,26,5,21,323.6,152.62
4720,德淵,20,0,20,44.0,21.48
,主動復華未來50,11,333,-322,-462.0,14.37
2303,聯電,8,283,-275,-1872.6,68.08
00918,大華優利高填息30,0,267,-267,-618.7,23.17
5876,上海商銀,0,200,-200,-793.9,39.69
009816,凱基台灣TOP50,28,209,-181,-217.5,11.98
0056,元大高股息,14,166,-152,-617.3,40.72
00940,元大台灣價值高息,5,141,-136,-137.9,10.14
2409,友達,254,373,-119,-259.8,21.83
6113,亞矽,55,154,-99,-233.1,23.55
2323,中環,3,100,-97,-106.7,11.0
00878,國泰永續高股息,2,77,-75,-178.7,23.83
3714,富采,96,159,-63,-456.6,72.68
2618,長榮航,1,63,-62,-218.5,35.25
6208,日揚,6,66,-60,-453.5,75.34
6770,力積電,53,112,-59,-313.6,53.6
6168,宏齊,11,68,-57,-156.7,27.46
2393,億光,0,55,-55,-399.2,72.57
009813,貝萊德標普卓越50,0,54,-54,-57.5,10.58
009805,新光美國電力基建,1,52,-51,-81.2,15.92
3152,璟德,0,50,-50,-869.9,173.98
2481,強茂,5,51,-46,-496.6,106.47
,中信優息投資級債,0,41,-41,-39.2,9.56
6173,信昌電,8,47,-39,-311.2,79.78
6182,合晶,0,37,-37,-136.7,36.91
00929,復華台灣科技優息,1,35,-34,-71.5,21.03
