code,name,net_shares,net_amount
2337,旺宏,665,84392.0
,元大台灣50反1,247,3517.0
,群益優選非投等債,246,2383.0
2313,華通,216,57972.0
3708,上緯投控,203,25269.0
00919,群益台灣精選高息,149,3346.0
1338,廣華-KY,131,2247.0
4949,有成精密,106,7071.0
2408,南亞科,63,13070.0
4906,正文,57,2138.0
6419,京晨科,50,4899.0
7723,築間,50,1736.0
8932,智通*,42,3397.0
6163,華電網,40,2497.0
,國泰US短期公債,40,1932.0
1456,怡華,38,568.0
3189,景碩,38,12439.0
0052,富邦科技,37,1635.0
2344,華邦電,35,3973.0
00927,群益半導體收益,35,849.0
2027,大成鋼,33,1198.0
2852,第一保,30,779.0
6213,聯茂,25,3982.0
1815,富喬,23,2197.0
009815,大華美國MAG7+,21,193.0
3481,群創,-289,-7266.0
1402,遠東新,-243,-6483.0
0056,元大高股息,-242,-9202.0
,元大滬深300正2,-241,-4658.0
8358,金居,-231,-56685.0
009813,貝萊德標普卓越50,-229,-2265.0
009816,凱基台灣TOP50,-194,-2045.0
6919,康霈*,-177,-16440.0
6147,頎邦,-118,-8712.0
2409,友達,-93,-1491.0
,主動統一台股增長,-74,-1544.0
,主動台新優勢成長,-73,-903.0
2892,第一金,-70,-1999.0
4979,華星光,-60,-22439.0
2353,宏碁,-52,-1419.0
,元大美債20正2,-50,-357.0
2002,中鋼,-46,-888.0
,主動復華未來50,-45,-566.0
3011,今皓,-45,-546.0
0050,元大台灣50,-42,-3130.0
2641,正德,-40,-731.0
9904,寶成,-40,-1144.0
,元大AAA至A公司債,-38,-1214.0
2105,正新,-32,-1010.0
,期元大道瓊白銀,-30,-1866.0
