code,name,net_shares,net_amount
,期元大S&P黃金,148,6853.0
,元大台灣50反1,131,1892.0
6770,力積電,123,8132.0
009816,凱基台灣TOP50,115,1205.0
00919,群益台灣精選高息,97,2177.0
0050,元大台灣50,63,4722.0
00940,元大台灣價值高息,60,576.0
00712,復華富時不動產,57,491.0
,主動統一台股增長,54,1082.0
2369,菱生,54,1959.0
,主動復華未來50,52,641.0
,期街口布蘭特正2,50,2690.0
8438,昶昕,48,2968.0
2329,華泰,47,2615.0
4542,科嶠,45,7901.0
,主動群益科技創新,44,579.0
2105,正新,41,1243.0
3189,景碩,38,11879.0
3576,聯合再生,33,687.0
00922,國泰台灣領袖50,31,868.0
9934,成霖,31,292.0
4526,東台,31,1066.0
00878,國泰永續高股息,29,645.0
6530,創威,26,2685.0
2883,凱基金,25,497.0
,群益ESG投等債20+,-125,-1848.0
1101,台泥,-122,-2757.0
6415,矽力*-KY,-84,-25494.0
3105,穩懋,-47,-16325.0
1529,樂事綠能,-45,-1140.0
2367,燿華,-40,-2282.0
9918,欣天然,-38,-1940.0
3093,港建*,-30,-1229.0
2344,華邦電,-25,-3169.0
3211,順達,-25,-8007.0
2327,國巨*,-25,-6623.0
9105,泰金寶-DR,-22,-121.0
2312,金寶,-21,-475.0
5871,中租-KY,-20,-2110.0
3094,聯傑,-20,-458.0
,元大AAA至A公司債,-20,-616.0
6116,彩晶,-19,-160.0
3260,威剛,-19,-7221.0
6206,飛捷,-18,-1819.0
2330,台積電,-18,-33206.0
2002,中鋼,-16,-308.0
2382,廣達,-16,-4528.0
8431,匯鑽科,-16,-1034.0
2501,國建,-15,-355.0
1503,士電,-15,-2848.0
