code,name,net_shares,net_amount
2231,為升,1489,182640.0
3013,晟銘電,499,52898.0
6147,頎邦,452,34580.0
1815,富喬,154,16067.0
6213,聯茂,142,22468.0
0050,元大台灣50,101,7535.0
00887,永豐中國科技50大,100,1216.0
1582,信錦,97,9948.0
3026,禾伸堂,72,9777.0
2345,智邦,72,117932.0
2441,超豐,68,6511.0
6451,訊芯-KY,56,20113.0
009816,凱基台灣TOP50,52,551.0
3289,宜特,50,6891.0
2455,全新,48,12972.0
1785,光洋科,40,3694.0
6770,力積電,35,2065.0
3211,順達,32,11729.0
8358,金居,31,7411.0
,主動兆豐台灣豐收,30,302.0
2905,三商,30,432.0
4971,IET-KY,30,16800.0
,主動群益科技創新,30,397.0
6163,華電網,29,1815.0
3714,富采,24,1175.0
9933,中鼎,-894,-32578.0
6239,力成,-500,-96287.0
3105,穩懋,-274,-99067.0
5439,高技,-210,-63252.0
3576,聯合再生,-192,-4516.0
4931,新盛力,-155,-22797.0
3715,定穎投控,-132,-25818.0
,富邦NASDAQ反1,-120,-367.0
8027,鈦昇,-100,-13036.0
,凱基金乙特,-100,-810.0
6706,惠特,-99,-12525.0
5475,德宏,-98,-21044.0
5243,乙盛-KY,-89,-6569.0
1305,華夏,-70,-1163.0
4906,正文,-63,-2270.0
2489,瑞軒,-60,-1993.0
3661,世芯-KY,-60,-180866.0
7795,長廣,-56,-20519.0
1464,得力,-52,-541.0
,國泰特,-51,-3162.0
1303,南亞,-40,-2906.0
,期元大S&P石油,-34,-861.0
2313,華通,-27,-7195.0
6187,萬潤,-17,-16208.0
,主動中信非投等債,-15,-155.0
