code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,國泰臺灣加權反1,600,0,600,105.0,1.75
,元大台灣50正2,595,164,431,1444.5,33.48
,主動中信非投等債,400,0,400,411.2,10.28
,主動統一升級50,520,273,247,248.1,10.02
0050,元大台灣50,250,55,195,1967.5,100.57
2834,臺企銀,164,11,153,251.0,16.49
00919,群益台灣精選高息,179,46,133,390.3,29.35
0056,元大高股息,146,14,132,646.0,48.88
1802,台玻,100,14,86,526.0,61.58
00918,大華優利高填息30,100,25,75,222.1,29.4
2409,友達,63,0,63,153.9,24.4
2002,中鋼,86,37,49,91.5,18.68
2354,鴻準,73,28,45,249.9,55.47
6155,鈞寶,55,16,39,318.8,81.05
6443,元晶,37,1,36,130.8,36.33
2610,華航,37,2,35,66.8,19.02
5426,振發,112,77,35,89.2,25.49
8112,至上,39,7,32,275.5,84.53
00927,群益半導體收益,32,0,32,116.2,36.28
,國泰臺灣加權正2,35,4,31,308.1,97.66
2489,瑞軒,30,0,30,130.8,43.6
,主動統一全球創新,34,8,26,54.5,20.21
,期元大道瓊白銀,26,0,26,143.7,54.64
8936,國統,36,10,26,151.0,57.98
,平衡凱基雙核收息,32,6,26,31.2,12.02
009816,凱基台灣TOP50,260,878,-618,-903.5,14.6
,國泰20年美債正2,0,400,-400,-272.4,6.81
2887,台新新光金,33,430,-397,-1088.7,27.47
2890,永豐金,14,219,-205,-652.1,31.82
,群益ESG投等債20+,5,205,-200,-296.6,14.83
9105,泰金寶-DR,7,100,-93,-96.3,10.35
00891,中信關鍵半導體,7,97,-90,-290.8,32.34
,主動復華未來50,22,105,-83,-150.1,18.09
9136,巨騰-DR,0,80,-80,-140.2,17.52
6266,泰詠,0,77,-77,-210.0,27.15
,元大台灣50反1,17,94,-77,-83.8,10.85
,元大美債20正2,0,76,-76,-51.8,6.81
2316,楠梓電,2,59,-57,-858.0,150.52
2208,台船,0,49,-49,-84.8,17.3
,期街口布蘭特正2,0,46,-46,-254.0,55.19
,凱基美國非投等債,0,46,-46,-66.3,14.41
,期元大S&P石油,0,46,-46,-136.4,29.65
,富邦恒生國企正2,0,40,-40,-36.3,9.06
6026,福邦證,3,41,-38,-66.5,17.5
5203,訊連,0,33,-33,-220.7,66.89
2408,南亞科,61,94,-33,-1059.3,323.83
3013,晟銘電,4,36,-32,-357.3,111.77
00881,國泰台灣科技龍頭,9,40,-31,-159.3,52.38
2892,第一金,0,30,-30,-86.4,28.78
3034,聯詠,1,31,-30,-1369.1,458.13
