code,name,net_shares,net_amount
3645,達邁,215,16884.0
2330,台積電,137,255632.0
2344,華邦電,113,11403.0
,主動兆豐台灣豐收,112,1143.0
2610,華航,101,1904.0
2405,輔信,98,1687.0
2308,台達電,83,128503.0
3680,家登,69,28474.0
,群益優選非投等債,63,608.0
2489,瑞軒,52,1725.0
,期元大S&P黃金正2,50,4777.0
2616,山隆,41,682.0
6789,采鈺,33,10900.0
2867,三商壽,30,230.0
,元大台灣50反1,29,399.0
2329,華泰,29,1603.0
6903,巨漢,29,9262.0
3702,大聯大,27,2543.0
6152,百一,26,478.0
2323,中環,25,300.0
3231,緯創,24,3120.0
2887,台新新光金,24,579.0
4979,華星光,23,9805.0
2324,仁寶,23,727.0
5425,台半,21,1281.0
2889,國票金,-283,-4827.0
,主動統一台股增長,-169,-3507.0
3481,群創,-129,-3351.0
009816,凱基台灣TOP50,-127,-1377.0
,主動元大AI新經濟,-104,-1299.0
3339,泰谷,-100,-4095.0
6282,康舒,-92,-4388.0
4958,臻鼎-KY,-81,-17184.0
3715,定穎投控,-72,-13284.0
3010,華立,-62,-7926.0
,主動復華未來50,-58,-738.0
00919,群益台灣精選高息,-57,-1313.0
00882,中信中國高股息,-50,-788.0
2883,凱基金,-46,-940.0
1605,華新,-45,-1419.0
2492,華新科,-42,-5394.0
,群益ESG投等債20+,-40,-594.0
,大華優利美A債15,-37,-609.0
2371,大同,-36,-1113.0
1815,富喬,-35,-3814.0
6531,愛普*,-35,-17830.0
2367,燿華,-34,-2532.0
2537,聯上發,-32,-330.0
00878,國泰永續高股息,-32,-712.0
,主動群益台灣強棒,-31,-523.0
