code,name,net_shares,net_amount
00922,國泰台灣領袖50,664,18601.0
,群益ESG投等債20+,216,3196.0
,期街口布蘭特正2,205,11283.0
1402,遠東新,188,4869.0
,主動群益科技創新,162,2114.0
,主動統一台股增長,153,3075.0
6770,力積電,147,9526.0
4906,正文,135,4166.0
2344,華邦電,134,15579.0
1101,台泥,129,2939.0
6547,高端疫苗,119,6913.0
2324,仁寶,103,3306.0
00919,群益台灣精選高息,101,2257.0
8064,東捷,90,6353.0
0056,元大高股息,80,3074.0
2408,南亞科,81,17392.0
1815,富喬,79,7992.0
,期元大S&P石油,77,1916.0
,主動復華未來50,72,889.0
009816,凱基台灣TOP50,69,723.0
2329,華泰,65,3627.0
,中信美國公債0-1,65,3041.0
6139,亞翔,60,37643.0
0050,元大台灣50,55,4150.0
5471,松翰,50,2073.0
,國泰臺灣加權反1,-398,-937.0
2845,遠東銀,-100,-1230.0
,主動聯博全球非投,-100,-995.0
,凱基美國非投等債,-80,-1155.0
5475,德宏,-80,-14792.0
2409,友達,-78,-1143.0
3231,緯創,-59,-7677.0
3576,聯合再生,-52,-1055.0
3583,辛耘,-47,-21321.0
4938,和碩,-47,-3619.0
3030,德律,-44,-10376.0
3058,立德,-34,-327.0
,主動野村台灣50,-31,-500.0
,群益優選非投等債,-30,-290.0
1802,台玻,-30,-1535.0
2903,遠百,-28,-641.0
3535,晶彩科,-24,-2923.0
0052,富邦科技,-25,-1076.0
,國泰20年美債,-23,-649.0
6443,元晶,-23,-975.0
2867,三商壽,-21,-157.0
1528,恩德,-20,-427.0
8390,金益鼎,-20,-1806.0
6451,訊芯-KY,-19,-5641.0
1605,華新,-18,-562.0
