code,name,weight,shares,price
3264,欣銓,4.22,8078000,197.5
6147,頎邦,2.32,6546000,134.0
6257,矽格,3.04,6338000,181.0
2303,聯電,0.98,5045000,73.6
1785,光洋科,1.76,4611000,144.5
3105,穩懋,5.85,3946000,560.0
2347,聯強,0.8,3693000,82.3
5536,聖暉*,8.43,3355000,949.0
6285,啟碁,1.73,3000000,217.5
4958,臻鼎-KY,2.28,2654000,325.0
6139,亞翔,4.29,2278000,712.0
6177,達麗,0.22,1784350,46.25
2330,台積電,8.08,1468000,2080.0
4938,和碩,0.27,1236000,84.0
2472,立隆電,0.55,1210000,172.0
2467,志聖,1.71,1199000,538.0
3030,德律,0.97,1135000,322.5
2885,元大金,0.15,1102420,50.2
2313,華通,0.61,1033000,222.5
2360,致茂,4.25,828000,1940.0
3211,順達,0.81,780000,394.0
2345,智邦,3.96,719000,2080.0
2308,台達電,3.62,690000,1980.0
6488,環球晶,1.03,683000,572.0
2454,聯發科,3.3,563000,2215.0
3491,昇達科,2.21,539000,1550.0
3017,奇鋐,3.82,538000,2680.0
6805,富世達,2.53,501000,1910.0
6669,緯穎,5.19,461000,4250.0
2383,台光電,4.96,457000,4100.0
8996,高力,1.19,373000,1210.0
3583,辛耘,0.87,370000,893.0
2404,漢唐,0.95,368000,975.0
1319,東陽,0.07,355000,75.6
3376,新日興,0.2,355000,215.0
3711,日月光投控,0.43,349000,464.5
6223,旺矽,3.5,276000,4790.0
5289,宜鼎,0.8,274000,1105.0
6274,台燿,0.56,223000,950.0
6691,洋基工程,0.28,159000,676.0
2368,金像電,0.52,155000,1265.0
8464,億豐,0.14,142000,362.5
6510,精測,1.23,121000,3850.0
3533,嘉澤,0.72,111000,2460.0
2059,川湖,1.01,106000,3585.0
8046,南電,0.22,103000,795.0
3131,弘塑,0.74,89000,3150.0
4441,振大環球,0.03,59000,190.5
3665,貿聯-KY,0.42,58136,2755.0
2548,華固,0.01,29600,131.0
3529,力旺,0.24,23000,3980.0
5274,信驊,0.25,6000,15670.0
3706,神達,0.0,1400,82.5
8358,金居,0.0,1000,370.0
2886,兆豐金,0.0,1000,39.8
3443,創意,0.01,1000,3910.0
1519,華城,0.0,600,877.0
2881,富邦金,0.0,250,88.3
