code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
3624,光頡,109,0,109,981.4,90.2
,國泰投資級公司債,97,12,85,288.5,33.94
,主動中信台灣收益,72,0,72,68.6,9.42
,主動統一升級50,74,7,67,67.2,9.92
,主動統一台股增長,61,4,57,166.7,28.81
009829,大華韓國KOSPI50,68,18,50,53.1,10.63
3016,嘉晶,40,1,39,387.4,99.33
,主動富邦台灣龍耀,35,0,35,29.2,8.34
,主動復華未來50,35,1,34,60.6,17.54
2634,漢翔,44,10,34,238.3,70.09
6456,GIS-KY,34,0,34,233.9,68.79
3481,群創,50,18,32,146.1,45.54
5907,大洋-KY,30,0,30,14.9,4.96
,主動凱基台灣,21,0,21,19.8,9.41
,元大美債20正2,20,0,20,12.8,6.41
6147,頎邦,22,4,18,289.8,159.21
,主動國泰動能高息,22,4,18,26.0,14.43
2332,友訊,17,0,17,34.5,20.32
2489,瑞軒,55,38,17,65.5,38.54
2313,華通,32,16,16,362.1,222.05
5483,中美晶,29,15,14,280.0,187.82
1815,富喬,119,104,15,162.1,109.56
,主動統一全球創新,13,0,13,21.3,16.41
4763,材料*-KY,19,7,12,59.4,49.52
1326,台化,28,16,12,69.5,57.94
2885,元大金,0,251,-251,-1601.5,63.57
8046,南電,17,266,-249,-27700.4,1115.83
2610,華航,0,86,-86,-174.6,20.3
2609,陽明,74,159,-85,-522.5,61.59
2883,凱基金,2,76,-74,-231.8,31.28
0056,元大高股息,5,52,-47,-244.7,52.41
2615,萬海,12,45,-33,-410.6,123.9
1310,台苯,0,30,-30,-24.5,8.16
3033,威健,1,30,-29,-132.7,45.77
1402,遠東新,1,30,-29,-87.4,30.2
2337,旺宏,4,28,-24,-297.7,121.52
2103,台橡,0,20,-20,-57.7,28.13
5302,太欣,0,20,-20,-20.6,10.3
2816,旺旺保,0,20,-20,-75.8,37.88
2881,富邦金,0,18,-18,-239.9,132.15
5608,四維航,6,24,-18,-32.6,18.13
1723,中碳,0,16,-16,-142.3,88.93
00940,元大台灣價值高息,0,15,-15,-19.5,12.5
,元大滬深300正2,0,15,-15,-30.4,20.28
2603,長榮,1,15,-14,-365.0,250.55
8039,台虹,31,44,-13,-389.0,298.99
3388,崇越電,1,14,-13,-119.0,91.55
1229,聯華,0,12,-12,-53.1,42.45
00919,群益台灣精選高息,0,12,-12,-38.4,30.75
8358,金居,5,18,-13,-534.0,428.88
