code,name,net_shares,net_amount
,元大滬深300正2,317,6061.0
8039,台虹,164,20026.0
3260,威剛,157,60290.0
,凱基美國非投等債,150,2181.0
3481,群創,150,3690.0
2303,聯電,121,6591.0
,元大美債20正2,105,735.0
,國泰20年美債正2,105,737.0
,元大台灣50正2,98,2026.0
0056,元大高股息,78,2970.0
,期元大S&P原油反1,75,1233.0
6217,中探針,73,13964.0
5475,德宏,66,16095.0
,主動統一台股增長,60,1186.0
4949,有成精密,60,4120.0
7723,築間,47,1623.0
6139,亞翔,41,21833.0
3167,大量,40,17748.0
2812,台中銀,40,832.0
0050,元大台灣50,40,2936.0
1785,光洋科,39,3473.0
8271,宇瞻,38,5478.0
009816,凱基台灣TOP50,34,360.0
4502,健信,33,515.0
00918,大華優利高填息30,31,687.0
2337,旺宏,-694,-93440.0
2313,華通,-227,-62971.0
,期元大S&P石油,-153,-4278.0
1338,廣華-KY,-142,-2323.0
2002,中鋼,-115,-2245.0
9933,中鼎,-100,-3528.0
1305,華夏,-94,-1698.0
,中信中國50正2,-81,-817.0
1569,濱川,-80,-3957.0
2408,南亞科,-78,-16302.0
2409,友達,-77,-1321.0
1314,中石化,-70,-575.0
6443,元晶,-69,-2750.0
,元大優息美債,-60,-555.0
,元大台灣50反1,-56,-811.0
,群益優選非投等債,-54,-529.0
6485,點序,-50,-3946.0
1101,台泥,-50,-1174.0
6419,京晨科,-49,-4912.0
6683,雍智科技,-48,-71139.0
4906,正文,-47,-1816.0
8105,凌巨,-41,-539.0
,期元大S&P日圓正2,-39,-759.0
6282,康舒,-39,-1733.0
1456,怡華,-38,-563.0
