code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
1303,南亞,27106,11593,15513,215621.5,139.0
2327,國巨*,2217,288,1929,197807.9,1025.35
2344,華邦電,2662,762,1900,41339.2,217.59
3264,欣銓,1664,35,1629,37861.8,232.52
3537,堡達,1637,73,1564,14017.6,89.62
2492,華新科,1460,78,1382,79432.1,574.76
6432,今展科,940,6,934,8119.5,86.88
2887,台新新光金,655,71,584,1919.5,32.83
6116,彩晶,1375,858,517,974.2,18.84
3349,寶德,500,0,500,825.0,16.5
2409,友達,1519,1135,384,1022.2,26.62
2458,義隆,360,29,331,5682.6,172.04
6725,矽科宏晟,263,1,262,9616.2,367.03
6142,友勁,184,11,173,165.3,9.55
2303,聯電,1162,1002,160,2225.0,138.99
4919,新唐,268,118,150,2988.3,199.23
1714,和桐,170,38,132,270.4,20.53
2258,鴻華先進-創,121,0,121,391.1,32.32
2892,第一金,129,9,120,387.8,32.33
6770,力積電,644,525,119,855.3,71.91
6919,康霈*,138,28,110,1175.4,106.86
4938,和碩,127,23,104,879.2,84.68
2317,鴻海,116,17,99,2688.7,270.05
1718,中纖,103,7,96,94.2,9.81
1563,巧新,137,46,91,588.4,64.66
3047,訊舟,19,1105,-1086,-1804.9,16.62
,主動統一升級50,303,1315,-1012,-1108.0,10.95
8043,蜜望實,38,947,-909,-20889.4,229.67
2801,彰銀,25,891,-866,-1988.9,22.97
3002,歐格,17,792,-775,-1702.3,21.97
3207,耀勝,4,592,-588,-4027.5,68.5
2323,中環,0,304,-304,-345.1,11.35
2618,長榮航,34,324,-290,-1238.8,42.78
2337,旺宏,248,527,-279,-4659.6,166.74
3481,群創,1079,1348,-269,-1749.9,65.01
2241,艾姆勒,122,386,-264,-1333.7,50.52
7712,博盛半導體,32,293,-261,-4705.6,180.29
2615,萬海,2,218,-216,-1740.6,80.43
,國泰US短期公債,2,211,-209,-1003.6,48.02
6207,雷科,37,236,-199,-3289.7,165.21
,主動富邦台灣龍耀,66,254,-188,-179.5,9.52
,主動統一台股增長,94,249,-155,-486.8,31.37
,元大台灣50反1,117,270,-153,-154.2,10.08
6269,台郡,28,178,-150,-1211.2,80.54
6177,達麗,32,165,-133,-683.2,51.29
,主動復華未來50,49,172,-123,-251.1,20.39
,元大台灣50正2,156,270,-114,-437.3,38.26
3060,銘異,4,118,-114,-428.0,37.75
2913,農林,2,100,-98,-110.1,11.24
2388,威盛,41,138,-97,-776.7,79.58
