code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
3152,璟德,1145,0,1145,23644.2,206.5
8936,國統,361,3,358,1965.4,54.9
009816,凱基台灣TOP50,224,4,220,327.7,14.84
,主動復華未來50,203,2,201,390.7,19.43
,主動統一升級50,264,105,159,159.9,10.05
6127,九豪,208,62,146,1327.1,90.85
,富邦金乙特,119,0,119,745.6,62.65
9945,潤泰新,118,2,116,306.2,26.4
,主動群益科技創新,118,6,112,200.9,17.86
,主動富邦台灣龍耀,102,1,101,95.1,9.35
,期街口布蘭特正2,83,0,83,433.0,52.17
8021,尖點,91,14,77,4130.8,536.78
,主動安聯美國科技,76,0,76,73.2,9.54
6770,力積電,72,14,58,384.5,66.18
1809,中釉,110,54,56,282.2,50.39
,主動統一全球創新,68,15,53,107.6,20.24
3673,TPK-KY,50,0,50,427.4,85.48
2327,國巨*,84,34,50,4238.6,852.71
00929,復華台灣科技優息,48,1,47,132.7,28.52
6016,康和證,44,0,44,123.8,28.14
6005,群益證,43,0,43,168.4,39.16
3481,群創,62,22,40,187.6,46.22
6282,康舒,56,16,40,247.7,62.01
00919,群益台灣精選高息,48,12,36,109.3,30.31
3290,東浦,36,4,32,183.2,57.26
2303,聯電,145,1645,-1500,-18610.6,124.08
8046,南電,6,208,-202,-17584.5,869.05
3105,穩懋,148,320,-172,-8401.4,487.63
,主動群益美國增長,6,151,-145,-183.8,12.68
,國泰10Y+金融債,0,110,-110,-175.9,15.99
2409,友達,156,250,-94,-209.7,22.27
3550,聯穎,0,77,-77,-217.6,28.26
,主動統一台股增長,143,213,-70,-215.1,30.52
2890,永豐金,1,64,-63,-210.7,33.5
,元大台灣50反1,7,67,-60,-64.0,10.64
6026,福邦證,4,50,-46,-78.2,16.99
,元大美債20年,0,45,-45,-119.3,26.52
00878,國泰永續高股息,21,61,-40,-129.7,32.04
6789,采鈺,6,45,-39,-1870.8,479.69
2371,大同,30,68,-38,-108.7,28.61
4739,康普,0,32,-32,-403.9,126.2
6205,詮欣,0,32,-32,-252.5,78.91
8150,南茂,18,49,-31,-286.6,93.12
4513,福裕,0,30,-30,-48.4,16.13
8473,山林水,0,30,-30,-155.4,51.8
3624,光頡,2,27,-25,-290.7,115.81
2892,第一金,1,25,-24,-73.5,30.61
,台新美國非投等債,0,20,-20,-20.1,10.04
3045,台灣大,0,20,-20,-235.4,117.67
4960,誠美材,0,20,-20,-58.3,29.15
