code,name,net_shares,net_amount
3708,上緯投控,594,71393.0
009816,凱基台灣TOP50,411,4219.0
,主動復華未來50,371,4355.0
,元大台灣50正2,325,6331.0
,主動統一台股增長,319,6311.0
0056,元大高股息,267,9987.0
8358,金居,228,54429.0
0050,元大台灣50,198,14399.0
2002,中鋼,180,3421.0
6919,康霈*,174,15017.0
009813,貝萊德標普卓越50,171,1660.0
,元大台灣50反1,155,2269.0
8070,長華*,119,5122.0
00919,群益台灣精選高息,118,2603.0
,元大滬深300正2,105,1979.0
,國泰20年美債正2,95,675.0
2324,仁寶,79,2147.0
7723,築間,79,2734.0
4502,健信,72,1125.0
3231,緯創,67,8342.0
4979,華星光,61,21847.0
4960,誠美材,60,1466.0
3294,英濟,49,1531.0
,主動兆豐台灣豐收,44,425.0
2852,第一保,40,1030.0
1304,台聚,-1981,-38404.0
,國泰投資級公司債,-590,-20895.0
1305,華夏,-453,-8956.0
2337,旺宏,-389,-44622.0
4958,臻鼎-KY,-308,-63669.0
4707,磐亞,-304,-3617.0
,國泰20年美債,-283,-8076.0
,主動元大AI新經濟,-243,-2801.0
2890,永豐金,-201,-6171.0
,群益優選非投等債,-147,-1420.0
00712,復華富時不動產,-142,-1220.0
,元大美債20年,-123,-3380.0
4938,和碩,-107,-8268.0
,群益ESG投等債20+,-101,-1500.0
2883,凱基金,-98,-1877.0
2027,大成鋼,-96,-3539.0
1326,台化,-88,-4629.0
8422,可寧衛*,-73,-2142.0
1402,遠東新,-52,-1375.0
2426,鼎元,-51,-1688.0
,元大AAA至A公司債,-51,-1624.0
6248,沛波,-51,-1033.0
4949,有成精密,-46,-3183.0
1605,華新,-44,-1329.0
,平衡凱基雙核收息,-43,-469.0
