code,name,net_shares,net_amount
3062,建漢,1508,46228.0
1785,光洋科,873,79740.0
6147,頎邦,753,57940.0
,主動群益科技創新,636,8374.0
3545,敦泰,612,30400.0
1303,南亞,503,41183.0
,主動統一台股增長,430,8704.0
1905,華紙,309,5229.0
0050,元大台灣50,306,22468.0
3105,穩懋,305,113739.0
0056,元大高股息,211,8005.0
6770,力積電,194,11391.0
2027,大成鋼,123,4828.0
2330,台積電,115,205335.0
,群益0-1年美債,113,4672.0
1301,台塑,101,4896.0
3050,鈺德,100,1346.0
6442,光聖,96,199057.0
2324,仁寶,94,2696.0
0052,富邦科技,92,4013.0
6821,聯寶,91,5609.0
00919,群益台灣精選高息,89,2003.0
1304,台聚,85,1495.0
3264,欣銓,84,13182.0
2890,永豐金,81,2496.0
3481,群創,-1730,-41367.0
,群益優選非投等債,-1680,-16128.0
4949,有成精密,-1458,-101991.0
3221,台嘉碩,-708,-26012.0
8021,尖點,-700,-181194.0
009816,凱基台灣TOP50,-698,-7333.0
1310,台苯,-654,-7861.0
2449,京元電子,-581,-156179.0
8027,鈦昇,-359,-49920.0
8358,金居,-315,-73376.0
6451,訊芯-KY,-266,-87440.0
1308,亞聚,-232,-4509.0
1326,台化,-204,-9621.0
2634,漢翔,-161,-7851.0
1712,興農,-153,-6832.0
2610,華航,-128,-2361.0
2355,敬鵬,-122,-6038.0
8096,擎亞,-120,-11005.0
2897,王道銀行,-110,-1106.0
00662,富邦NASDAQ,-90,-8596.0
2305,全友,-85,-1421.0
,元大AAA至A公司債,-85,-2669.0
,凱基美國非投等債,-82,-1176.0
4741,泓瀚,-79,-2542.0
4958,臻鼎-KY,-79,-18323.0
