code,name,net_shares,net_amount
009816,凱基台灣TOP50,1115,11758.0
00712,復華富時不動產,343,2930.0
6770,力積電,202,11942.0
,主動群益科技創新,193,2555.0
3481,群創,145,3578.0
,主動統一台股增長,128,2667.0
0050,元大台灣50,114,8546.0
,主動兆豐台灣豐收,108,1062.0
,群益優選非投等債,101,978.0
2305,全友,71,1199.0
2355,敬鵬,64,3085.0
3576,聯合再生,61,1392.0
,主動群益台灣強棒,60,984.0
00919,群益台灣精選高息,57,1292.0
2408,南亞科,56,11957.0
,主動統一全球創新,54,690.0
,富邦臺灣加權反1,53,421.0
0056,元大高股息,52,1998.0
1304,台聚,52,871.0
1326,台化,49,2151.0
1528,恩德,45,1094.0
2324,仁寶,42,1253.0
3149,正達,41,1907.0
2481,強茂,40,3860.0
,主動復華未來50,37,470.0
2313,華通,-112,-29676.0
2897,王道銀行,-104,-1038.0
3026,禾伸堂,-70,-10465.0
2489,瑞軒,-60,-2142.0
00952,凱基台灣AI50,-58,-743.0
2451,創見,-51,-11384.0
2023,燁輝,-50,-720.0
1582,信錦,-49,-4983.0
2105,正新,-44,-1342.0
1314,中石化,-41,-325.0
2344,華邦電,-39,-3502.0
2206,三陽工業,-39,-2286.0
,期街口布蘭特正2,-33,-1823.0
3062,建漢,-32,-855.0
2367,燿華,-25,-2134.0
6885,全福生技,-25,-585.0
6285,啟碁,-24,-4648.0
,凱基美國非投等債,-25,-357.0
4919,新唐,-23,-2387.0
3260,威剛,-21,-7513.0
6456,GIS-KY,-21,-1240.0
3033,威健,-20,-656.0
6213,聯茂,-19,-3077.0
4956,光鋐,-19,-665.0
9933,中鼎,-17,-619.0
