code,name,weight,shares,price
2885,元大金,1.88,45984000,65.0
2887,台新新光金,0.89,39643000,35.55
2891,中信金,1.23,31400000,62.1
2330,台積電,41.85,29008000,2290.0
2317,鴻海,4.24,28773000,234.0
2883,凱基金,0.52,27711000,30.0
2884,玉山金,0.58,26128000,35.1
2890,永豐金,0.59,23270000,40.0
2892,第一金,0.42,19438000,34.1
2886,兆豐金,0.58,19365000,47.6
2303,聯電,1.73,19075000,144.0
5880,合庫金,0.3,19043000,25.35
2412,中華電,1.59,18302000,138.0
2880,華南金,0.44,17472000,40.15
2881,富邦金,1.29,16444000,124.5
2882,國泰金,0.94,15832000,94.3
1303,南亞,1.15,9184000,199.0
1216,統一,0.4,8028000,80.0
3711,日月光投控,3.02,7796000,614.0
2344,華邦電,0.51,5219000,155.0
3231,緯創,0.44,5058000,139.0
2308,台達電,5.45,4969000,1740.0
2382,廣達,0.92,4475000,325.5
3037,欣興,2.1,4207000,794.0
4904,遠傳,0.27,4177000,103.0
6505,台塑化,0.21,4084000,81.3
3045,台灣大,0.26,3782000,111.0
2454,聯發科,7.56,3560000,3370.0
2301,光寶科,0.43,3512000,196.5
2603,長榮,0.44,3496000,198.0
2327,國巨*,1.38,3131000,699.0
4958,臻鼎-KY,0.91,2784000,521.0
2408,南亞科,0.59,2380000,395.5
2449,京元電子,0.34,1856000,286.5
2345,智邦,2.15,1629000,2090.0
2357,華碩,0.51,1161000,700.0
8046,南電,0.57,787000,1150.0
3665,貿聯-KY,0.77,688000,1765.0
2360,致茂,0.74,631000,1850.0
2368,金像電,0.32,548000,927.0
3017,奇鋐,0.75,538000,2200.0
2383,台光電,1.5,528000,4495.0
3653,健策,0.79,389000,3210.0
3443,創意電子,0.75,310000,3835.0
6669,緯穎,0.56,193000,4620.0
3008,大立光,0.48,190000,4010.0
7769,鴻勁,0.63,165000,6070.0
2059,川湖,0.6,121000,7890.0
3661,世芯-KY,0.26,120000,3480.0
6515,穎崴,0.2,53000,6055.0
202608TX,臺股期貨,2.95,550,0.0
