code,name,net_shares,net_amount
,主動統一台股增長,907,18024.0
009816,凱基台灣TOP50,294,3013.0
2408,南亞科,211,42951.0
00940,元大台灣價值高息,208,1953.0
2409,友達,141,1971.0
3105,穩懋,125,44746.0
00919,群益台灣精選高息,117,2593.0
00646,元大S&P500,115,7436.0
,主動群益科技創新,98,1252.0
,元大台灣50反1,93,1377.0
0056,元大高股息,90,3364.0
1303,南亞,86,6546.0
2332,友訊,83,1255.0
2353,宏碁,81,2210.0
0050,元大台灣50,80,5808.0
1301,台塑,70,3335.0
4542,科嶠,54,9085.0
6669,緯穎,51,168360.0
3711,日月光投控,50,16796.0
8104,錸寶,50,1652.0
,國泰臺灣加權反1,48,115.0
3661,世芯-KY,45,113236.0
00878,國泰永續高股息,44,964.0
3715,定穎投控,43,7763.0
2377,微星,43,3728.0
4906,正文,-186,-7435.0
1312,國喬,-149,-2085.0
,群益ESG投等債20+,-130,-1929.0
,復華香港正2,-114,-1851.0
1310,台苯,-102,-1240.0
,主動野村台灣50,-96,-1525.0
00712,復華富時不動產,-94,-808.0
1313,聯成,-85,-1142.0
6415,矽力*-KY,-59,-16825.0
2344,華邦電,-52,-4617.0
5340,建榮,-47,-4835.0
1809,中釉,-46,-1206.0
2002,中鋼,-43,-830.0
,元大台灣50正2,-40,-719.0
,國泰20年美債,-37,-1063.0
2312,金寶,-37,-815.0
2606,裕民,-33,-1923.0
1476,儒鴻,-27,-8852.0
,元大美債20年,-26,-715.0
,主動聯博投等入息,-25,-510.0
2607,榮運,-25,-1265.0
2355,敬鵬,-23,-1173.0
2441,超豐,-23,-2010.0
2891,中信金,-23,-1190.0
2489,瑞軒,-21,-586.0
