code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動中信台灣收益,479,0,479,459.5,9.59
,主動統一台股增長,101,15,86,251.4,29.14
2324,仁寶,109,27,82,330.2,40.26
3481,群創,126,55,71,346.0,48.39
3406,玉晶光,59,0,59,5435.6,921.17
00919,群益台灣精選高息,65,10,55,173.4,31.72
2515,中工,50,0,50,60.0,12.0
1316,上曜,50,0,50,54.5,10.9
1304,台聚,50,0,50,62.0,12.4
2327,國巨*,57,13,44,2477.9,559.13
00712,復華富時不動產,39,0,39,33.9,8.7
009816,凱基台灣TOP50,39,2,37,58.0,15.37
,主動統一升級50,54,21,33,33.4,10.08
3032,偉訓,33,0,33,266.5,80.77
009829,大華韓國KOSPI50,30,0,30,30.3,10.08
00961,FT臺灣永續高息,26,0,26,34.1,13.1
,群益優選非投等債,24,0,24,23.1,9.64
00891,中信關鍵半導體,23,0,23,78.1,33.96
009821,野村稀土關鍵資源,21,0,21,32.0,15.23
6224,聚鼎,25,5,20,157.5,77.59
,期元大S&P黃金正2,21,1,20,167.6,83.37
2349,錸德,20,0,20,22.2,11.1
2492,華新科,34,15,19,579.2,299.46
6239,力成,19,0,19,529.7,276.82
0050,元大台灣50,28,9,19,198.7,105.45
6770,力積電,53,187,-134,-969.6,72.27
2887,台新新光金,16,141,-125,-478.2,38.24
2377,微星,10,117,-107,-1592.6,149.26
8422,可寧衛*,2,101,-99,-267.8,27.05
,元大台灣50反1,25,120,-95,-95.3,10.03
2883,凱基金,10,65,-55,-185.7,33.41
,主動群益美國增長,0,48,-48,-52.8,11.01
,期元大S&P黃金,2,50,-48,-221.1,46.07
3189,景碩,14,60,-46,-3795.2,838.27
,群益臺灣加權正2,36,77,-41,-47.4,11.62
1303,南亞,24,60,-36,-858.5,240.74
6182,合晶,22,57,-35,-371.1,106.06
2884,玉山金,1,32,-31,-123.9,39.03
1326,台化,9,38,-29,-197.2,66.74
5386,青雲,0,27,-27,-706.9,261.9
2609,陽明,6,33,-27,-154.9,57.58
6188,廣明,0,24,-24,-168.4,67.69
6505,台塑化,9,29,-20,-146.3,73.17
00878,國泰永續高股息,5,25,-20,-66.0,33.07
1301,台塑,14,33,-19,-128.5,65.39
2421,建準,0,19,-19,-349.7,178.27
6290,良維,1,19,-18,-468.3,254.24
0056,元大高股息,4,21,-17,-89.6,54.52
3441,聯一光,0,15,-15,-200.9,135.72
2344,華邦電,29,43,-14,-270.8,183.78
