code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
8422,可寧衛*,185,4,181,474.3,26.2
2303,聯電,207,93,114,1549.6,135.87
3049,精金,100,0,100,112.5,11.25
,群益臺灣加權反1,100,0,100,10.2,1.02
,主動中信非投等債,100,0,100,104.6,10.46
9934,成霖,70,0,70,74.3,10.61
009823,群益S&P500,68,0,68,70.2,10.33
3481,群創,117,57,60,320.5,53.3
2409,友達,82,27,55,142.8,25.92
6770,力積電,112,63,49,322.7,65.35
2344,華邦電,62,26,36,580.3,164.17
,元大台灣50反1,60,30,30,31.1,10.36
,主動中信台灣收益,33,3,30,28.7,9.55
,群益ESG投等債20+,29,0,29,42.5,14.67
,主動復華未來50,50,21,29,49.5,17.19
5371,中光電,37,9,28,228.4,81.99
,期元大S&P原油反1,26,0,26,31.9,12.29
,主動統一升級50,41,16,25,24.7,9.89
,主動凱基台灣,25,0,25,23.0,9.2
2324,仁寶,55,33,22,84.4,36.94
2362,藍天,24,2,22,96.4,43.82
2605,新興,20,0,20,64.4,32.02
,期街口布蘭特正2,29,9,20,105.5,52.77
,主動聯博全球非投,20,0,20,20.4,10.21
3694,海華,20,0,20,129.0,64.5
,群益臺灣加權正2,146,437,-291,-335.5,11.55
1714,和桐,2,151,-149,-232.5,15.6
2371,大同,6,154,-148,-387.3,26.17
2002,中鋼,3,135,-132,-252.5,19.13
6505,台塑化,115,233,-118,-1065.2,90.19
3231,緯創,50,160,-110,-1865.9,170.98
2406,國碩,24,123,-99,-338.5,34.19
9105,泰金寶-DR,0,93,-93,-81.4,8.75
2317,鴻海,7,100,-93,-2390.3,257.65
1326,台化,49,128,-79,-593.5,75.15
,主動統一台股增長,30,96,-66,-191.5,28.88
2618,長榮航,5,56,-51,-211.4,41.44
5328,華容,18,66,-48,-329.2,68.72
1301,台塑,51,90,-39,-276.7,69.94
2610,華航,24,60,-36,-75.4,20.95
6244,茂迪,7,39,-32,-83.1,25.98
00878,國泰永續高股息,4,36,-32,-104.7,32.79
8069,元太,1,32,-31,-601.0,194.5
2634,漢翔,16,46,-30,-180.6,62.06
4927,泰鼎-KY,1,28,-27,-98.3,36.27
2356,英業達,1,27,-26,-164.4,63.09
00900,富邦特選高股息30,0,22,-22,-40.3,18.3
4155,訊映,0,20,-20,-31.0,15.5
3149,正達,2,21,-19,-128.8,67.77
3257,虹冠電,0,18,-18,-96.2,53.46
