code,name,net_shares,net_amount
1785,光洋科,942,89127.0
009816,凱基台灣TOP50,252,2594.0
,主動統一台股增長,238,4777.0
2610,華航,236,4252.0
,元大台灣50正2,186,3626.0
0050,元大台灣50,137,10000.0
1304,台聚,121,2341.0
3481,群創,107,2595.0
00919,群益台灣精選高息,102,2243.0
,主動群益台灣強棒,96,1540.0
1305,華夏,90,1626.0
,主動群益科技創新,88,1125.0
00878,國泰永續高股息,80,1761.0
1309,台達化,73,1833.0
0056,元大高股息,57,2157.0
2615,萬海,55,4295.0
8936,國統,53,2748.0
00918,大華優利高填息30,50,1093.0
2377,微星,48,4187.0
1303,南亞,47,3715.0
,群益ESG投等債20+,47,697.0
1310,台苯,46,525.0
2408,南亞科,45,9163.0
,主動復華未來50,42,497.0
00940,元大台灣價值高息,35,332.0
,國泰臺灣加權反1,-590,-1416.0
,期街口布蘭特正2,-170,-10316.0
2605,新興,-126,-5603.0
,國泰20年美債,-95,-2722.0
3209,全科,-60,-2475.0
4960,誠美材,-49,-1223.0
6770,力積電,-44,-2350.0
4721,美琪瑪,-40,-2834.0
4417,金洲,-35,-1752.0
2349,錸德,-28,-359.0
2834,臺企銀,-24,-360.0
5328,華容,-22,-525.0
2812,台中銀,-20,-415.0
8438,昶昕,-20,-1420.0
9911,櫻花,-19,-1674.0
3231,緯創,-19,-2267.0
2467,志聖,-18,-7356.0
6961,旅天下,-18,-1020.0
4949,有成精密,-17,-1169.0
3526,凡甲,-15,-4151.0
,第一金優選非投債,-14,-130.0
9103,美德醫療-DR,-14,-71.0
2882,國泰金,-14,-982.0
6282,康舒,-13,-590.0
2368,金像電,-13,-11074.0
