code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動統一台股增長,252,5,247,698.3,28.31
,元大台灣50正2,134,15,119,426.2,35.72
4956,光鋐,128,9,119,419.5,35.25
009827,玉山未來全球算力,100,0,100,99.2,9.9
1709,和益,100,3,97,378.9,39.06
,元大台灣50反1,175,80,95,94.8,9.98
2409,友達,206,125,81,238.5,29.13
,主動群益科技創新,80,0,80,140.0,17.5
,主動復華未來50,77,5,72,124.5,17.29
00918,大華優利高填息30,67,2,65,231.8,35.65
0056,元大高股息,64,1,63,347.2,55.33
2061,風青,94,34,60,311.3,51.88
2327,國巨*,57,4,53,2844.7,534.57
00712,復華富時不動產,51,0,51,41.9,8.21
,群益優選非投等債,50,0,50,47.9,9.57
3718,中光電投控,50,2,48,305.6,64.0
2883,凱基金,55,12,43,166.3,38.76
,主動中信台灣收益,38,0,38,35.8,9.36
,主動永豐科技趨勢,30,0,30,35.0,11.67
2313,華通,30,4,26,569.1,220.88
,主動復華金融股息,24,0,24,42.6,17.76
6207,雷科,36,15,21,239.6,114.1
00961,FT臺灣永續高息,20,0,20,26.3,13.17
2349,錸德,20,0,20,20.5,10.25
3019,亞光,22,3,19,261.6,136.4
,主動統一升級50,25,266,-241,-241.2,10.01
00919,群益台灣精選高息,42,132,-90,-286.5,31.8
2303,聯電,38,80,-42,-601.8,142.73
3434,哲固,0,40,-40,-131.6,32.9
3234,光環,3,36,-33,-583.7,175.02
6770,力積電,21,54,-33,-230.1,69.42
2884,玉山金,0,31,-31,-142.6,46.0
3481,群創,26,56,-30,-146.6,48.06
2891,中信金,0,30,-30,-212.1,70.22
00940,元大台灣價值高息,0,30,-30,-38.6,12.85
,主動凱基台灣,0,30,-30,-27.8,9.38
5483,中美晶,1,23,-22,-398.6,181.16
2834,臺企銀,0,21,-21,-38.7,18.06
2489,瑞軒,0,21,-21,-86.7,41.08
00922,國泰台灣領袖50,0,20,-20,-83.0,41.51
2609,陽明,2,18,-16,-96.3,60.56
3714,富采,0,13,-13,-82.3,63.25
,國泰20年美債,3,16,-13,-34.4,26.48
2353,宏碁,0,13,-13,-41.0,31.55
3707,漢磊,3,16,-13,-80.0,61.52
2344,華邦電,20,32,-12,-211.4,163.16
2426,鼎元,11,23,-12,-120.2,99.03
3406,玉晶光,1,13,-12,-1202.4,1000.34
,主動群益美國增長,0,12,-12,-13.0,10.8
1795,美時,0,12,-12,-213.8,178.17
