code,name,net_shares,net_amount
,群益ESG投等債20+,180,2698.0
009816,凱基台灣TOP50,151,1608.0
2409,友達,147,2487.0
,主動統一台股增長,139,2858.0
2454,聯發科,89,130279.0
2317,鴻海,55,10602.0
3481,群創,48,1187.0
0056,元大高股息,44,1691.0
6190,萬泰科,44,2445.0
4906,正文,33,1287.0
,期元大S&P原油反1,33,479.0
1711,永光,32,1107.0
3211,順達,31,11069.0
6443,元晶,27,1060.0
2449,京元電子,24,6434.0
6239,力成,22,4419.0
1905,華紙,21,311.0
,元大台灣50正2,21,435.0
2388,威盛,21,1048.0
6182,合晶,20,625.0
6944,兆聯實業,20,16265.0
8422,可寧衛*,19,548.0
5351,鈺創,19,1280.0
1598,岱宇,17,338.0
6770,力積電,16,851.0
,主動元大AI新經濟,-224,-2745.0
,凱基A級公司債,-190,-2710.0
2327,國巨*,-84,-21117.0
3339,泰谷,-76,-3084.0
2303,聯電,-50,-2894.0
3380,明泰,-48,-1864.0
,主動群益科技創新,-47,-633.0
2329,華泰,-45,-2269.0
2890,永豐金,-44,-1435.0
8028,昇陽半導體,-43,-7727.0
0050,元大台灣50,-41,-3125.0
1560,中砂,-37,-16950.0
8069,元太,-37,-5310.0
6285,啟碁,-36,-6925.0
6147,頎邦,-35,-3397.0
2489,瑞軒,-33,-1176.0
,國泰20年美債,-30,-852.0
,期元大S&P石油,-29,-896.0
2408,南亞科,-27,-5518.0
00923,群益台ESG低碳50,-26,-753.0
6213,聯茂,-25,-4584.0
2883,凱基金,-25,-509.0
1815,富喬,-24,-2480.0
2481,強茂,-21,-2183.0
3051,力特,-21,-416.0
