code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動中信台灣收益,884,4,880,818.3,9.3
,群益臺灣加權正2,523,68,455,500.3,10.99
3481,群創,487,65,422,2126.5,50.38
,元大台灣50正2,330,33,297,1000.0,33.68
,主動統一台股增長,280,24,256,718.1,27.99
,主動統一升級50,324,79,245,239.2,9.75
00735,國泰臺韓科技,202,0,202,1986.5,98.24
00888,永豐台灣ESG,179,0,179,620.8,34.59
6505,台塑化,287,155,132,1254.2,94.48
,期元大S&P石油,124,11,113,340.6,30.14
3105,穩懋,123,18,105,3880.8,368.82
6770,力積電,149,55,94,585.9,62.8
0050,元大台灣50,141,48,93,942.8,101.66
2353,宏碁,87,2,85,256.4,30.14
,主動台新優勢成長,80,3,77,110.9,14.4
,群益ESG投等債20+,77,1,76,111.5,14.62
1326,台化,144,70,74,519.6,69.99
,期元大S&P原油反1,74,0,74,87.5,11.82
00919,群益台灣精選高息,86,14,72,214.9,29.48
3374,精材,84,17,67,2558.2,378.22
8271,宇瞻,82,15,67,1429.3,212.47
,主動復華未來50,77,12,65,109.0,16.59
009816,凱基台灣TOP50,150,88,62,91.1,14.65
1303,南亞,91,38,53,986.0,186.04
6182,合晶,63,10,53,649.6,122.93
00712,復華富時不動產,22,241,-219,-191.5,8.77
2618,長榮航,0,160,-160,-652.4,40.55
5483,中美晶,3,142,-139,-2937.0,211.15
3231,緯創,65,196,-131,-2360.0,180.01
2845,遠東銀,0,100,-100,-132.5,13.25
00940,元大台灣價值高息,0,90,-90,-110.3,12.25
8111,立碁,30,113,-83,-498.1,60.01
4306,炎洲,0,79,-79,-116.6,14.6
,元大台灣50反1,38,101,-63,-66.7,10.54
6213,聯茂,14,68,-54,-1639.5,307.27
5876,上海商銀,2,46,-44,-203.9,45.96
2801,彰銀,3,47,-44,-105.8,24.04
,主動凱基台灣,24,61,-37,-33.2,8.98
,元大優息美債,0,36,-36,-33.1,9.1
1714,和桐,5,39,-34,-50.4,14.93
00965,元大航太防衛科技,0,30,-30,-75.6,25.19
,主動富邦台灣龍耀,15,45,-30,-24.5,8.19
2606,裕民,0,27,-27,-172.4,63.84
2634,漢翔,8,33,-25,-163.0,65.43
00907,永豐優息存股,0,21,-21,-34.6,16.47
00713,元大台灣高息低波,8,25,-17,-98.6,60.81
1402,遠東新,0,16,-16,-43.8,27.36
2328,廣宇,2,18,-16,-72.6,45.38
2892,第一金,0,16,-16,-54.6,34.14
3550,聯穎,15,30,-15,-32.2,21.47
