code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
009828,中信台日韓PCB,1074,4,1070,998.9,9.34
009827,玉山未來全球算力,524,4,520,529.7,10.19
,主動統一升級50,104,20,84,85.1,10.13
3576,聯合再生,72,0,72,123.1,17.1
3264,欣銓,60,0,60,1366.8,228.56
3481,群創,336,288,48,237.4,48.84
1714,和桐,45,5,40,65.9,16.48
,期元大S&P原油反1,34,0,34,38.2,11.23
2409,友達,170,137,33,88.1,26.7
2486,一詮,49,17,32,826.2,257.51
2014,中鴻,30,0,30,50.6,16.85
00918,大華優利高填息30,29,0,29,102.5,35.69
,主動國泰動能高息,27,0,27,40.8,15.04
6770,力積電,68,42,26,178.9,67.78
3019,亞光,29,5,24,345.9,143.38
,兆豐US優選投等債,23,0,23,29.8,12.94
1101,台泥,24,2,22,54.2,24.54
6640,均華,27,5,22,2677.0,1216.82
2323,中環,21,0,21,22.9,10.89
6147,頎邦,58,38,20,381.6,187.43
1723,中碳,20,0,20,171.0,85.5
1312,國喬,25,8,17,24.4,14.36
2332,友訊,21,5,16,31.4,19.55
6679,鈺太,16,0,16,333.2,208.22
6488,環球晶,20,4,16,1564.0,983.98
,主動第一金優股息,0,520,-520,-546.9,10.52
2324,仁寶,19,175,-156,-628.5,40.29
,主動中信台灣收益,62,200,-138,-133.3,9.66
2377,微星,2,132,-130,-2062.1,158.54
00919,群益台灣精選高息,18,103,-85,-280.4,32.68
,富邦恒生國企正2,0,80,-80,-77.4,9.68
00961,FT臺灣永續高息,0,78,-78,-106.0,13.58
1717,長興,7,56,-49,-378.4,77.14
6282,康舒,0,45,-45,-196.8,43.73
,主動統一台股增長,13,54,-41,-121.8,29.7
2489,瑞軒,34,75,-41,-166.0,40.49
2892,第一金,2,41,-39,-144.1,36.88
,主動野村臺灣高息,2,40,-38,-43.8,11.52
,群益臺灣加權正2,33,70,-37,-45.0,12.07
5871,中租-KY,3,37,-34,-375.3,112.05
2317,鴻海,7,39,-32,-796.5,254.63
2356,英業達,10,38,-28,-189.0,66.53
2880,華南金,0,25,-25,-112.4,43.8
4763,材料*-KY,0,25,-25,-126.0,50.4
3231,緯創,24,47,-23,-462.9,194.8
3055,蔚華科,4,27,-23,-302.4,131.48
00878,國泰永續高股息,0,23,-23,-76.4,33.96
5328,華容,2,24,-22,-135.5,61.6
2353,宏碁,14,35,-21,-69.6,32.76
00898,國泰基因免疫革命,0,21,-21,-23.1,11.02
