code,name,weight,shares,price
3037,欣興,2.96,750000,564.0
268A JP,RIGAKU HOLDINGS CORP,1.0,300000,0.0
2308,台達電,2.73,257000,1515.0
FSLY US,FASTLY INC - CLASS A,1.77,250000,0.0
3017,奇鋐,3.06,215000,2030.0
5803 JP,FUJIKURA LTD,1.29,210000,0.0
2330,台積電,2.31,177000,1860.0
AIXA GY,AIXTRON SE,1.36,155000,0.0
6869 HK,YANGTZE OPTICAL FIBRE AND-H,0.79,146000,0.0
2383,台光電,2.91,144000,2885.0
GLW US,CORNING INC,4.02,120700,0.0
2360,致茂,1.32,120000,1570.0
6787 JP,MEIKO ELECTRONICS CO LTD,3.74,108000,0.0
BKSY US,BLACKSKY TECHNOLOGY INC,0.8,105224,0.0
403870 KS,HPSP CO LTD,0.62,100000,0.0
VIAV US,VIAVI SOLUTIONS INC,0.86,100000,0.0
005930 KS,samsung electronics co ltd(005930 KS),2.73,95000,0.0
285A JP,KIOXIA HOLDINGS CORP,2.5,76500,0.0
ENR GY,SIEMENS ENERGY AG,2.87,75000,0.0
5801 JP,FURUKAWA ELECTRIC CO LTD,3.69,72000,0.0
4971 JP,MEC CO LTD,0.69,71000,0.0
AXTI US,AXT INC,0.69,68000,0.0
BE US,BLOOM ENERGY CORP- A,2.07,68000,0.0
SOI FP,S.O.I.T.E.C.,0.82,65000,0.0
5706 JP,Mitsui Mining ＆ Smelting Co,2.65,60000,0.0
6515,穎崴,2.98,60000,7100.0
3110 JP,NITTO BOSEKI CO LTD,1.72,56500,0.0
MU US,MICRON TECHNOLOGY INC,4.65,55000,0.0
LITE US,LUMENTUM HOLDINGS INC.lite us,9.14,50000,0.0
COHR US,COHERENT INC,2.57,45000,0.0
7769,鴻勁,1.12,40000,4010.0
CIEN US,CIENA CORP,3.81,38000,0.0
NVDA US,NVIDIA CORP(輝達公司),1.5,37500,0.0
EXENS FP,EXOSENS SAS,0.63,37000,0.0
SNDK US,SANDISK CORP,5.06,31800,0.0
TER US,TERADYNE INC,2.01,28000,0.0
SMHN GY,SUSS MICROTEC SE,0.33,25000,0.0
5274,信驊,1.93,24000,12615.0
WDC US,WESTERN DIGITAL CORP,1.54,22000,0.0
6961 JP,ENPLAS CORP,0.36,20000,0.0
HOT GY,HOCHTIEF AG,2.11,20000,0.0
009150 KS,Samsung Electro-Mechanics co(009150 ks),1.14,17000,0.0
GEV US,GE VERNOVA INC,3.35,16400,0.0
GOOGL US,ALPHABET INC-CL A(Alphabet公司),0.96,14000,0.0
KEYS US,KEYSIGHT TECHNOLOGIES IN,0.67,10000,0.0
