code,name,weight,shares,price
2330,台積電,57.4,568615359,2420.0
2887,台新新光金,0.85,545553081,37.5
2891,中信金,1.11,412115836,64.4
2884,玉山金,0.6,372559682,38.75
2883,凱基金,0.5,366852142,32.75
2890,永豐金,0.51,305091615,39.8
2317,鴻海,3.0,284242022,253.0
2886,兆豐金,0.55,275471948,48.2
2303,聯電,1.47,271443932,130.0
2885,元大金,0.71,267213914,64.0
2892,第一金,0.37,261200939,34.4
5880,合庫金,0.26,250907313,25.25
2882,國泰金,0.98,222130523,105.5
2880,華南金,0.36,216543948,40.25
2881,富邦金,1.17,194277209,144.0
1216,統一,0.36,115287320,75.7
1303,南亞,1.06,114716334,220.5
2412,中華電,0.5,88909897,135.5
3711,日月光投控,2.0,77233738,621.0
2344,華邦電,0.55,72031368,181.5
3231,緯創,0.52,70336674,178.0
2382,廣達,0.85,61567514,332.5
2301,光寶科,0.6,45571739,317.5
2308,台達電,3.43,44944308,1830.0
4904,遠傳,0.17,41379151,100.5
2327,國巨*,0.91,36649948,597.0
2454,聯發科,5.69,34258204,3985.0
3045,台灣大,0.16,33042489,115.5
3037,欣興,1.42,30704344,1110.0
6505,台塑化,0.08,26979660,71.4
2449,京元電子,0.3,26610201,270.0
2408,南亞科,0.6,26584760,540.0
2603,長榮,0.25,25477669,231.5
4958,臻鼎-KY,0.36,17755952,480.5
2357,華碩,0.63,15722633,965.0
2345,智邦,1.02,11532406,2125.0
2395,研華,0.3,10757932,669.0
2360,致茂,0.72,8581116,2010.0
2368,金像電,0.38,8003907,1130.0
3017,奇鋐,1.04,7448393,3360.0
2383,台光電,1.55,6763992,5490.0
8046,南電,0.26,4991007,1240.0
3665,貿聯-KY,0.39,4164841,2260.0
6669,緯穎,0.73,2419502,7200.0
3008,大立光,0.65,2189743,7065.0
3653,健策,0.49,2026260,5785.0
3443,創意,0.47,1867417,6015.0
3661,世芯-KY,0.31,1841843,4065.0
7769,鴻勁,0.36,1327323,6490.0
2059,川湖,0.77,1283320,14300.0
202609NYF,台灣50ETF股票期貨,0.03,738,0.0
202609TX,臺股期貨,0.23,588,0.0
