code,name,weight,shares
1605,華新麗華,2.6,6240000
4904,遠傳電信,2.96,2717000
2891,中國信託金融控股,1.6,2590000
2412,中華電信,3.75,2392000
2881,富邦金融控股,2.2,2051100
3036,文曄科技,3.11,1472000
2395,研華,3.31,860000
2330,台灣積體電路製造,19.93,857000
2317,鴻海精密工業,2.03,713000
2344,華邦電子,0.9,661000
3711,日月光投資控股,2.05,456000
1216,統一企業,0.36,413000
3037,欣興電子,2.14,404000
6239,力成科技,1.05,354000
1477,聚陽實業,1.28,346000
3264,欣銓科技,0.62,344000
2327,國巨,1.16,335000
2382,廣達電腦,1.12,326000
4749,新應材,2.45,237000
2449,京元電子,0.87,235000
3105,穩懋半導體,0.84,226000
3533,嘉澤端子工業,4.54,219000
2313,華通電腦,0.47,194000
3293,鈊象電子,1.57,193000
6488,環球晶圓,0.96,183000
2454,聯發科技,3.04,141000
2308,台達電子工業,2.15,130000
2345,智邦科技,2.06,123000
2368,金像電子（股）公司,1.19,122000
2360,致茂電子,1.71,118000
2408,南亞科技,0.39,116000
6415,矽力杰,0.34,107000
6274,台燿科技,0.7,105000
8210,勤誠興業,1.08,103000
3017,奇鋐科技,1.55,80000
2383,台光電子材料,1.84,66000
1519,華城電機,0.78,64000
6442,光紅建聖,1.37,57000
3665,貿聯控股（BizLink Holding In,0.73,47148
6781,AES Holding Co Ltd,0.57,41000
3661,世芯電子,1.57,39000
6805,富世達,0.65,36000
6223,旺矽科技,1.08,35000
3653,健策精密工業,1.16,32000
3529,力旺電子,0.72,25000
6515,穎崴科技,1.27,22000
6669,緯穎科技服務,0.75,16000
7769,鴻勁精密,0.67,12000
5274,信驊科技,1.01,9000
2059,川湖科技,0.16,4000
