code,name,weight,shares,price
2330,台積電,59.36,475319215,2235.0
2887,台新新光金,0.59,446522284,23.45
2891,中信金,1.07,344751787,55.3
2883,凱基金,0.39,306638191,22.8
2884,玉山金,0.54,297933985,32.3
2890,永豐金,0.42,246223067,30.6
2317,鴻海,3.34,237377355,252.0
2886,兆豐金,0.51,229272813,40.1
2303,聯電,1.2,226246596,95.0
2002,中鋼,0.23,216976515,18.6
2885,元大金,0.67,211720010,56.5
2892,第一金,0.35,210641017,29.55
5880,合庫金,0.26,203134190,23.0
2882,國泰金,0.8,181754945,78.4
2880,華南金,0.34,180592207,33.25
2881,富邦金,0.86,161979441,95.5
1303,南亞,0.49,95646379,91.5
1216,統一,0.39,95585206,73.9
1301,台塑,0.22,81443177,49.25
2412,中華電,0.56,74079694,135.5
3711,日月光投控,1.92,64072338,537.0
2344,華邦電,0.4,60572540,117.5
3231,緯創,0.46,59383351,139.0
2382,廣達,0.99,51422602,343.5
2308,台達電,4.74,37788348,2245.0
2301,光寶科,0.47,37706029,224.0
4904,遠傳,0.19,34432976,96.2
2327,國巨*,0.66,30135871,391.5
2454,聯發科,6.21,28621848,3880.0
3045,台灣大,0.17,27438850,110.0
3037,欣興,1.25,25969830,861.0
6505,台塑化,0.07,23112964,54.0
2408,南亞科,0.37,21801970,301.0
2449,京元電子,0.35,21112822,299.5
2603,長榮,0.25,21092712,214.0
6919,康霈*,0.11,18693813,103.0
2357,華碩,0.51,13257238,686.0
2345,智邦,1.4,9669646,2590.0
2395,研華,0.24,8913578,478.5
2360,致茂,0.95,7194327,2360.0
2368,金像電,0.52,6682152,1400.0
3017,奇鋐,0.9,6320731,2555.0
2383,台光電,1.51,5586374,4850.0
2207,和泰車,0.14,5432538,475.5
6669,緯穎,0.6,2009130,5340.0
3008,大立光,0.27,1863680,2545.0
3653,健策,0.37,1636231,4015.0
3661,世芯-KY,0.46,1542505,5375.0
7769,鴻勁,0.39,1107620,6380.0
2059,川湖,0.34,1102235,5520.0
202605NYF,台灣50ETF股票期貨,0.09,1738,0.0
202605TX,臺股期貨,0.13,268,0.0
