code,name,net_shares,net_amount
,元大台灣50正2,187,3664.0
0050,元大台灣50,159,11567.0
009816,凱基台灣TOP50,135,1396.0
,主動群益科技創新,132,1688.0
,主動統一台股增長,117,2331.0
00919,群益台灣精選高息,61,1355.0
5871,中租-KY,50,5477.0
2886,兆豐金,49,1898.0
,主動復華未來50,42,499.0
0056,元大高股息,39,1493.0
,主動群益台灣強棒,39,627.0
2103,台橡,39,783.0
00927,群益半導體收益,33,777.0
2408,南亞科,31,6313.0
3048,益登,29,1004.0
00878,國泰永續高股息,26,581.0
00922,國泰台灣領袖50,24,654.0
00918,大華優利高填息30,22,477.0
,富邦NASDAQ反1,20,62.0
6116,彩晶,20,160.0
00929,復華台灣科技優息,19,367.0
1326,台化,19,891.0
3071,協禧,19,514.0
8112,至上,17,1248.0
2002,中鋼,15,285.0
,中信美國公債20年,-88,-2436.0
2618,長榮航,-39,-1337.0
6757,台灣虎航,-38,-1897.0
,群益ESG投等債20+,-32,-486.0
6770,力積電,-23,-1251.0
6127,九豪,-21,-923.0
4532,瑞智,-20,-525.0
00830,國泰費城半導體,-19,-986.0
,國泰20年美債,-18,-515.0
00939,統一台灣高息動能,-17,-256.0
1609,大亞,-15,-476.0
4906,正文,-15,-559.0
2317,鴻海,-14,-2691.0
2353,宏碁,-13,-353.0
3529,力旺,-11,-30493.0
3645,達邁,-10,-732.0
1312,國喬,-10,-135.0
,國泰投資級公司債,-10,-354.0
2355,敬鵬,-9,-449.0
00757,統一FANG+,-9,-911.0
8358,金居,-9,-2091.0
3673,TPK-KY,-8,-347.0
2303,聯電,-7,-420.0
,元大台灣50反1,-6,-92.0
6443,元晶,-6,-253.0
