code,name,net_shares,net_amount
2409,友達,167,2491.0
3481,群創,130,3320.0
,主動統一台股增長,127,2568.0
,元大台灣50反1,101,1436.0
2027,大成鋼,94,3430.0
,國泰臺灣加權正2,67,4011.0
3049,精金,66,779.0
,主動台新優勢成長,65,806.0
00904,新光臺灣半導體30,50,1410.0
2312,金寶,45,1003.0
2610,華航,45,828.0
0056,元大高股息,39,1472.0
00662,富邦NASDAQ,34,3322.0
00891,中信關鍵半導體,30,723.0
6821,聯寶,29,1588.0
00935,野村臺灣新科技50,29,1074.0
2344,華邦電,28,2601.0
00919,群益台灣精選高息,24,539.0
3715,定穎投控,20,3736.0
2801,彰銀,20,413.0
1402,遠東新,16,420.0
,群益優選非投等債,16,155.0
1815,富喬,14,1431.0
6770,力積電,14,789.0
2328,廣宇,13,582.0
1785,光洋科,-332,-30379.0
009816,凱基台灣TOP50,-146,-1548.0
6532,瑞耘,-104,-7743.0
0050,元大台灣50,-94,-7057.0
3062,建漢,-83,-2620.0
4906,正文,-63,-2354.0
4960,誠美材,-59,-1294.0
6550,北極星藥業-KY,-58,-1146.0
,富邦臺灣加權正2,-50,-8930.0
0052,富邦科技,-48,-2132.0
3714,富采,-46,-2282.0
2014,中鴻,-46,-842.0
2356,英業達,-43,-1765.0
,元大台灣50正2,-41,-854.0
,主動復華未來50,-31,-389.0
1303,南亞,-29,-2281.0
,富邦NASDAQ反1,-25,-76.0
6231,系微,-20,-5176.0
2353,宏碁,-16,-435.0
00830,國泰費城半導體,-16,-837.0
1101,台泥,-15,-357.0
6213,聯茂,-15,-2363.0
,主動安聯台灣,-15,-157.0
00882,中信中國高股息,-15,-233.0
6415,矽力*-KY,-15,-4297.0
