code,name,net_shares,net_amount
4958,臻鼎-KY,322,73009.0
2409,友達,151,2568.0
3693,營邦,100,54700.0
8299,群聯,73,124087.0
,元大台灣50正2,68,1400.0
3481,群創,54,1347.0
4960,誠美材,50,1006.0
4906,正文,36,1445.0
8112,至上,34,2676.0
6223,旺矽,25,100373.0
3071,協禧,20,545.0
5488,松普,16,159.0
,主動群益科技創新,15,203.0
00888,永豐台灣ESG,15,363.0
6265,方土昶,11,409.0
2402,毅嘉,10,524.0
6531,愛普*,10,4336.0
6127,九豪,10,396.0
2344,華邦電,8,739.0
1717,長興,8,499.0
2547,日勝生,8,85.0
,主動台新優勢成長,7,95.0
6213,聯茂,7,1315.0
2426,鼎元,7,264.0
1307,三芳,7,217.0
2371,大同,-100,-3165.0
009816,凱基台灣TOP50,-97,-1040.0
2883,凱基金,-94,-1927.0
7703,銳澤,-40,-8828.0
0050,元大台灣50,-36,-2725.0
6715,嘉基,-31,-10622.0
1304,台聚,-30,-521.0
,期元大S&P原油反1,-29,-436.0
2303,聯電,-28,-1635.0
1785,光洋科,-26,-2454.0
,主動群益台灣強棒,-26,-428.0
,國泰10Y+金融債,-25,-404.0
,主動中信台灣卓越,-25,-301.0
,群益ESG投等債20+,-25,-374.0
6116,彩晶,-20,-163.0
4956,光鋐,-19,-688.0
,主動統一台股增長,-18,-378.0
2489,瑞軒,-18,-634.0
1313,聯成,-18,-226.0
2105,正新,-18,-562.0
,台新美國非投等債,-15,-150.0
4989,榮科,-15,-970.0
1309,台達化,-14,-355.0
2455,全新,-12,-3461.0
3264,欣銓,-12,-1950.0
