code,name,net_shares,net_amount
2367,燿華,9730,730442.0
2313,華通,985,226372.0
4931,新盛力,497,77976.0
4977,眾達-KY,469,93276.0
6761,穩得,300,54920.0
9933,中鼎,298,11067.0
6706,惠特,229,29609.0
8064,東捷,174,11985.0
3481,群創,166,4253.0
6231,系微,165,46159.0
6456,GIS-KY,160,9728.0
2399,映泰,149,4759.0
8028,昇陽半導體,127,24330.0
6789,采鈺,99,33258.0
2402,毅嘉,98,5062.0
5425,台半,98,6070.0
6257,矽格,98,13348.0
6291,沛亨,95,34938.0
2337,旺宏,84,11787.0
6187,萬潤,58,53264.0
3189,景碩,54,18321.0
2330,台積電,51,94745.0
5439,高技,50,14499.0
2371,大同,50,1555.0
5314,世紀*,50,3791.0
4916,事欣科,-650,-39274.0
4906,正文,-201,-6455.0
3289,宜特,-132,-19078.0
,期元大道瓊白銀,-125,-7531.0
3037,欣興,-109,-55214.0
2489,瑞軒,-108,-3642.0
,群益ESG投等債20+,-76,-1129.0
1711,永光,-76,-3084.0
,中信美國公債20年,-70,-1921.0
8096,擎亞,-60,-5193.0
4960,誠美材,-60,-1573.0
4919,新唐,-58,-6052.0
6957,裕慶-KY,-56,-9016.0
2344,華邦電,-53,-5318.0
,國泰投資級公司債,-51,-1803.0
3264,欣銓,-51,-7856.0
4576,大銀微系統,-50,-6465.0
1909,榮成,-50,-475.0
4903,聯光通,-48,-2362.0
1309,台達化,-38,-653.0
,主動統一台股增長,-38,-782.0
1308,亞聚,-36,-589.0
7810,捷創科技,-35,-10010.0
,元大滬深300正2,-32,-600.0
2891,中信金,-31,-1657.0
