code,name,net_shares,net_amount
,主動統一台股增長,298,6162.0
2489,瑞軒,202,6672.0
,主動統一全球創新,183,2330.0
00919,群益台灣精選高息,130,2914.0
2408,南亞科,129,27380.0
,主動兆豐台灣豐收,104,1037.0
9105,泰金寶-DR,102,573.0
009816,凱基台灣TOP50,77,820.0
6415,矽力*-KY,76,22097.0
0056,元大高股息,70,2689.0
6770,力積電,59,3535.0
0050,元大台灣50,56,4173.0
2349,錸德,50,676.0
3481,群創,47,1166.0
2327,國巨*,44,11359.0
3576,聯合再生,40,914.0
1301,台塑,39,1846.0
2405,輔信,31,491.0
2409,友達,28,409.0
2324,仁寶,27,815.0
5340,建榮,26,2730.0
0052,富邦科技,24,1089.0
6182,合晶,24,827.0
,主動群益科技創新,24,320.0
2330,台積電,23,42616.0
3049,精金,-365,-4710.0
4906,正文,-292,-11488.0
5608,四維航,-210,-3418.0
2105,正新,-100,-3070.0
4938,和碩,-93,-7460.0
,復華香港正2,-83,-1365.0
3516,亞帝歐,-79,-1480.0
2402,毅嘉,-58,-3041.0
,國泰20年美債,-56,-1575.0
8933,愛地雅,-55,-356.0
,主動聯博投等入息,-50,-1017.0
2883,凱基金,-45,-896.0
2353,宏碁,-36,-1004.0
4133,亞諾法,-35,-800.0
6127,九豪,-31,-1197.0
1409,新纖,-30,-474.0
1528,恩德,-26,-629.0
6805,富世達,-26,-49220.0
1313,聯成,-26,-334.0
2313,華通,-24,-6707.0
3033,威健,-23,-752.0
3715,定穎投控,-21,-4279.0
1708,東鹼,-18,-788.0
,元大台灣50反1,-18,-262.0
6285,啟碁,-17,-3133.0
