code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
6226,光鼎,350,150,200,431.0,21.55
2303,聯電,424,272,152,1868.9,122.65
2484,希華,108,4,104,680.6,65.44
3481,群創,304,204,100,450.0,44.8
2527,宏璟,96,0,96,427.4,44.52
1714,和桐,102,7,95,128.9,13.57
8111,立碁,71,4,67,414.3,61.92
,國泰臺灣加權反1,60,0,60,10.2,1.7
00923,群益台ESG低碳50,59,0,59,239.9,40.43
00952,凱基台灣AI50,52,0,52,90.1,17.32
6488,環球晶,48,2,46,4117.4,893.77
6770,力積電,443,402,41,264.4,64.22
1710,東聯,40,0,40,54.0,13.5
,主動群益台灣強棒,35,0,35,73.4,20.97
009816,凱基台灣TOP50,34,2,32,47.5,14.7
1301,台塑,36,4,32,173.2,53.95
3211,順達,31,3,28,866.9,308.51
3231,緯創,114,87,27,477.6,175.38
0050,元大台灣50,48,23,25,247.9,101.44
2324,仁寶,29,5,24,86.1,35.41
3055,蔚華科,24,0,24,223.9,93.31
,元大台灣50反1,159,136,23,24.5,10.67
8114,振樺電,48,25,23,493.3,214.46
,主動統一全球創新,30,8,22,35.6,16.16
2883,凱基金,74,53,21,62.5,29.74
,主動凱基台灣,33,1391,-1358,-1178.7,8.68
,主動統一台股增長,40,168,-128,-340.1,26.57
,主動統一升級50,43,122,-79,-73.8,9.35
5351,鈺創,0,65,-65,-517.7,79.52
1326,台化,4,68,-64,-360.3,56.29
3645,達邁,0,60,-60,-399.3,66.6
2812,台中銀,5,62,-57,-117.1,20.54
00961,FT臺灣永續高息,0,55,-55,-71.0,12.9
1717,長興,1,52,-51,-316.7,62.1
4739,康普,1,51,-50,-382.6,76.52
3024,憶聲,0,50,-50,-61.5,12.3
2801,彰銀,0,50,-50,-128.0,25.6
6116,彩晶,11,60,-49,-62.2,12.69
0056,元大高股息,4,53,-49,-239.8,49.33
3189,景碩,0,47,-47,-3280.6,698.0
8042,金山電,0,46,-46,-478.3,103.98
2610,華航,0,44,-44,-97.8,22.38
1409,新纖,7,50,-43,-93.3,21.71
,主動復華未來50,24,61,-37,-59.2,16.14
2027,大成鋼,1,35,-34,-149.1,43.87
8932,智通*,0,31,-31,-292.4,92.97
2340,台亞,0,30,-30,-88.2,29.39
8358,金居,2,24,-22,-682.7,312.16
6147,頎邦,7,29,-22,-297.1,138.17
2104,國際中橡,0,20,-20,-19.1,9.56
