code,name,net_shares,net_amount
2851,中再保,710,22118.0
,國泰臺灣加權反1,214,488.0
1434,福懋,206,3358.0
2605,新興,137,5796.0
,國泰臺灣加權正2,125,7669.0
00919,群益台灣精選高息,111,2506.0
,主動兆豐台灣豐收,102,1038.0
2344,華邦電,90,9305.0
4958,臻鼎-KY,82,17392.0
009805,新光美國電力基建,81,1232.0
4906,正文,72,2381.0
00922,國泰台灣領袖50,68,1920.0
00907,永豐優息存股,59,872.0
6443,元晶,56,2542.0
,富邦臺灣加權正2,52,9694.0
6239,力成,49,9979.0
,主動安聯台灣,47,500.0
6163,華電網,45,2868.0
3545,敦泰,45,1937.0
5425,台半,44,2727.0
1313,聯成,44,541.0
2308,台達電,36,56452.0
1717,長興,35,2165.0
6127,九豪,32,1330.0
1312,國喬,30,400.0
2367,燿華,-238,-17837.0
0050,元大台灣50,-128,-9740.0
00902,中信電池及儲能,-100,-1417.0
,元大台灣50反1,-89,-1253.0
1815,富喬,-81,-8747.0
2303,聯電,-80,-4709.0
2313,華通,-69,-15747.0
,主動統一台股增長,-64,-1340.0
6285,啟碁,-62,-11299.0
6139,亞翔,-59,-39289.0
00920,富邦ESG綠色電力,-60,-1280.0
,群益ESG投等債20+,-55,-824.0
7780,大研生醫*,-53,-962.0
2603,長榮,-51,-10520.0
2845,遠東銀,-50,-620.0
5355,佳總,-50,-354.0
6191,精成科,-50,-4700.0
,期元大S&P原油反1,-48,-909.0
8028,昇陽半導體,-47,-9187.0
,元大美債20年,-41,-1115.0
6196,帆宣,-41,-12136.0
5347,世界,-40,-5051.0
0052,富邦科技,-40,-1819.0
2883,凱基金,-40,-811.0
4979,華星光,-40,-16732.0
