code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2464,盟立,1906,252,1654,34906.4,211.08
3230,錦明,1284,1,1283,6075.2,47.35
4979,華星光,703,204,499,31258.5,626.59
1314,中石化,431,18,413,338.3,8.18
3219,倚強科,414,8,406,3430.2,84.55
2303,聯電,441,122,319,3809.4,119.29
2351,順德,336,78,258,6125.6,237.49
6278,台表科,381,202,179,3588.4,200.99
2409,友達,240,79,161,413.7,25.56
8033,雷虎,269,115,154,3069.3,200.53
1316,上曜,186,39,147,176.9,12.04
8039,台虹,161,15,146,5097.2,349.9
,主動聯博全球非投,130,0,130,130.4,10.03
00712,復華富時不動產,127,0,127,111.1,8.74
2890,永豐金,117,10,107,420.7,39.49
,主動統一台股增長,204,100,104,308.3,29.65
3543,州巧,101,1,100,486.0,48.69
3211,順達,142,45,97,3949.5,403.81
7402,邑錡,114,27,87,1041.4,120.03
6739,竹陞科技,85,0,85,9301.0,1094.24
2610,華航,101,17,84,174.7,20.8
1815,富喬,149,67,82,937.9,114.22
2436,偉詮電,97,15,82,552.0,67.45
6213,聯茂,195,114,81,4646.3,572.49
2897,王道銀行,80,1,79,81.6,10.32
6147,頎邦,279,1182,-903,-16815.6,186.12
5425,台半,113,964,-851,-8239.6,96.86
2426,鼎元,330,920,-590,-5772.5,97.82
009829,大華韓國KOSPI50,839,1317,-478,-508.8,10.63
4989,榮科,53,381,-328,-2213.5,67.6
,主動凱基台灣,13,312,-299,-293.1,9.82
,群益臺灣加權正2,168,462,-294,-353.0,12.01
2354,鴻準,98,369,-271,-1762.6,64.86
,元大台灣50正2,83,320,-237,-859.9,36.35
1504,東元,27,250,-223,-1642.3,73.44
,主動統一升級50,15,236,-221,-227.2,10.28
2408,南亞科,116,333,-217,-11877.9,545.86
5340,建榮,1,217,-216,-1787.5,82.73
2633,台灣高鐵,2,200,-198,-520.9,26.31
1303,南亞,168,360,-192,-4225.7,219.49
3481,群創,196,368,-172,-814.3,47.25
3093,港建*,2,139,-137,-676.4,49.38
2330,台積電,9,134,-125,-30281.6,2423.61
4956,光鋐,0,119,-119,-435.9,36.63
1310,台苯,5,117,-112,-96.0,8.59
5314,世紀*,1,103,-102,-387.6,38.0
3105,穩懋,51,153,-102,-4479.4,439.2
1447,力鵬,0,100,-100,-69.1,6.91
2383,台光電,13,106,-93,-51196.7,5515.99
2344,華邦電,264,354,-90,-1680.8,186.69
