code,name,net_shares,net_amount
009816,凱基台灣TOP50,319,3330.0
3545,敦泰,252,12298.0
0056,元大高股息,238,9017.0
,主動統一台股增長,178,3621.0
2344,華邦電,151,14216.0
2312,金寶,116,2619.0
2881,富邦金,112,9709.0
00919,群益台灣精選高息,101,2259.0
,主動群益科技創新,99,1282.0
00712,復華富時不動產,77,654.0
0050,元大台灣50,69,4989.0
2409,友達,68,966.0
1785,光洋科,67,6329.0
,主動復華未來50,66,811.0
6770,力積電,66,3860.0
7799,禾榮科,62,22832.0
2330,台積電,57,103099.0
,期元大S&P原油反1,54,970.0
2014,中鴻,54,1000.0
3576,聯合再生,53,1154.0
00924,復華S&P500成長,51,1345.0
2376,技嘉,49,11177.0
2002,中鋼,48,919.0
2313,華通,47,12469.0
2324,仁寶,46,1312.0
2887,台新新光金,-1673,-39616.0
,群益ESG投等債20+,-413,-6063.0
,國泰臺灣加權反1,-260,-611.0
1904,正隆,-174,-3552.0
,元大美債20年,-138,-3740.0
,國泰20年美債正2,-135,-946.0
1326,台化,-133,-6386.0
,國泰20年美債,-125,-3519.0
009815,大華美國MAG7+,-92,-815.0
,元大台灣50反1,-91,-1326.0
,主動元大AI新經濟,-88,-1032.0
,平衡凱基雙核收息,-77,-836.0
1303,南亞,-70,-5617.0
00878,國泰永續高股息,-63,-1373.0
3105,穩懋,-56,-19456.0
6443,元晶,-44,-1905.0
5425,台半,-40,-2192.0
1709,和益,-40,-728.0
6277,宏正,-35,-2526.0
1305,華夏,-32,-587.0
1314,中石化,-29,-243.0
,國泰10Y+金融債,-27,-429.0
2393,億光,-26,-1793.0
2369,菱生,-25,-744.0
,期元大S&P黃金,-24,-1153.0
