code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2409,友達,391,54,337,1016.4,30.19
009816,凱基台灣TOP50,106,2,104,163.0,15.6
6770,力積電,159,57,102,888.7,87.35
3481,群創,231,187,44,315.8,70.91
2312,金寶,37,6,31,116.0,37.12
2355,敬鵬,31,0,31,171.6,55.27
2332,友訊,30,1,29,52.7,18.17
3006,晶豪科,29,1,28,704.3,248.87
9105,泰金寶-DR,40,12,28,27.3,9.69
,主動富邦台灣龍耀,47,20,27,25.5,9.44
6116,彩晶,80,55,25,48.9,19.54
009824,群益美國科技巨頭,24,0,24,24.6,10.12
,期元大道瓊白銀,23,0,23,105.5,45.75
3094,聯傑,23,0,23,100.0,43.49
00919,群益台灣精選高息,27,6,21,63.9,30.26
2834,臺企銀,20,0,20,35.9,17.92
4533,協易機,20,0,20,57.3,28.63
,主動中信台灣收益,22,3,19,19.5,10.25
2337,旺宏,38,22,16,289.7,178.6
,元大台灣50反1,24,8,16,16.1,10.05
8150,南茂,14,1,13,130.7,100.5
,主動復華未來50,12,0,12,24.8,20.68
2324,仁寶,15,3,12,45.0,37.69
,主動統一升級50,39,27,12,12.9,11.02
1326,台化,22,11,11,69.2,60.94
00891,中信關鍵半導體,20,150,-130,-490.3,37.75
00923,群益台ESG低碳50,0,70,-70,-303.1,43.3
1301,台塑,9,73,-64,-370.0,57.71
1773,勝一,73,123,-50,-871.9,174.38
,國泰臺灣加權反1,0,50,-50,-8.2,1.63
1101,台泥,0,48,-48,-118.3,24.79
,主動統一台股增長,18,53,-35,-109.1,31.37
2472,立隆電,21,51,-30,-1201.2,397.76
6244,茂迪,1,30,-29,-79.9,27.55
2610,華航,25,50,-25,-61.9,24.32
2344,華邦電,43,66,-23,-505.1,220.45
,元大美債20年,0,18,-18,-49.2,27.36
2887,台新新光金,2,20,-18,-57.6,31.98
,期元大S&P石油,1,15,-14,-31.7,22.64
1310,台苯,0,13,-13,-13.1,10.05
3031,佰鴻,0,13,-13,-39.1,30.1
4577,達航科技,0,13,-13,-138.9,107.24
,主動群益台灣強棒,0,12,-12,-30.9,24.75
2313,華通,11,22,-11,-270.8,234.23
2542,興富發,0,11,-11,-47.9,43.53
,主動聯博動能50,7,18,-11,-11.2,10.19
1707,葡萄王,0,11,-11,-106.7,97.0
3576,聯合再生,12,23,-11,-17.5,17.39
1313,聯成,0,10,-10,-12.5,12.5
2886,兆豐金,0,10,-10,-46.7,46.71
