code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
6532,瑞耘,827,0,827,8758.4,105.91
2337,旺宏,728,40,688,8977.9,130.45
009820,元大納斯達克精選,337,0,337,333.4,9.89
00919,群益台灣精選高息,214,19,195,455.8,23.45
,主動統一台股增長,318,211,107,296.2,27.51
2409,友達,254,147,107,188.5,17.61
,元大AAA至A公司債,103,0,103,327.9,31.83
,元大台灣50反1,73,7,66,80.5,12.17
9910,豐泰,62,0,62,460.7,74.31
2340,台亞,62,1,61,226.2,37.08
6182,合晶,57,5,52,214.3,41.22
,主動統一全球創新,150,102,48,80.4,16.71
3481,群創,70,23,47,110.4,23.65
3005,神基,45,1,44,430.3,97.78
,元大投資級公司債,40,0,40,131.7,32.92
6016,康和證,40,2,38,71.8,18.9
2303,聯電,79,45,34,247.4,72.59
3289,宜特,33,1,32,583.7,182.93
009805,新光美國電力基建,30,0,30,50.3,16.76
6456,GIS-KY,32,3,29,201.2,69.38
6472,保瑞,28,0,28,1148.1,407.15
009819,中信數據及電力,25,0,25,27.7,11.02
2399,映泰,32,7,25,108.1,43.25
4722,國精化,25,1,24,439.9,181.02
,主動元大AI新經濟,28,5,23,35.5,15.43
8227,巨有科技,6,301,-295,-4955.2,167.72
00940,元大台灣價值高息,0,237,-237,-244.7,10.33
,主動復華未來50,74,236,-162,-260.8,16.08
,主動群益台灣強棒,5,130,-125,-260.8,20.86
00878,國泰永續高股息,8,59,-51,-127.2,24.97
020029,元大ESG高股息N,0,45,-45,-53.5,11.88
6147,頎邦,8,48,-40,-554.9,138.71
3702,大聯大,0,39,-39,-379.4,97.07
6789,采鈺,37,72,-35,-2019.9,575.92
,元大台灣50正2,4,39,-35,-96.0,27.8
3706,神達,0,31,-31,-253.0,81.6
2884,玉山金,0,30,-30,-97.8,32.6
,主動野村臺灣優選,3,30,-27,-58.3,21.59
4763,材料*-KY,50,76,-26,-111.5,42.9
1303,南亞,14,37,-23,-196.2,85.2
0050,元大台灣50,15,36,-21,-185.3,88.97
6015,宏遠證,0,20,-20,-27.5,13.76
6120,達運,0,20,-20,-26.2,13.1
2308,台達電,1,20,-19,-3949.5,2035.29
3231,緯創,2,19,-17,-243.3,140.98
2542,興富發,2,19,-17,-67.3,39.16
4966,譜瑞-KY,1,16,-15,-1014.2,654.95
2356,英業達,2,17,-15,-73.8,47.95
8234,新漢,0,15,-15,-93.8,62.5
4958,臻鼎-KY,12,27,-15,-515.2,345.43
