code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2409,友達,214,36,178,534.6,30.03
5434,崇越,169,5,164,9166.3,558.97
2834,臺企銀,102,0,102,180.7,17.75
3481,群創,212,111,101,654.7,64.98
,群益臺灣加權正2,106,8,98,119.6,12.21
,群益ESG投等債20+,94,0,94,139.6,14.83
,元大滬深300正2,62,0,62,127.7,20.59
,主動統一台股增長,61,1,60,177.8,29.56
,主動凱基台灣,64,6,58,54.5,9.38
1709,和益,54,2,52,137.5,26.44
2478,大毅,40,2,38,673.5,177.24
8096,擎亞,54,18,36,589.2,160.74
5864,致和證,48,13,35,134.9,38.54
00927,群益半導體收益,33,0,33,138.2,41.51
,主動富邦台灣龍耀,32,0,32,28.1,8.79
2002,中鋼,31,0,31,57.1,18.41
1304,台聚,31,0,31,42.5,13.7
6285,啟碁,32,2,30,796.7,265.46
2352,佳世達,28,0,28,89.6,32.01
2408,南亞科,77,50,27,1262.3,460.0
,主動群益科技創新,27,0,27,48.5,17.85
2355,敬鵬,26,0,26,126.8,48.78
6116,彩晶,23,1,22,37.0,16.81
2891,中信金,21,0,21,140.2,66.51
,元大美債20正2,20,0,20,13.5,6.76
6207,雷科,207,1993,-1786,-26670.0,149.33
8112,至上,7,302,-295,-2558.2,86.72
1617,榮星,0,199,-199,-475.0,23.87
2610,華航,0,131,-131,-276.2,21.08
3033,威健,18,145,-127,-676.3,53.25
3702,大聯大,0,100,-100,-1152.4,115.24
6790,永豐實,0,100,-100,-380.9,38.09
6147,頎邦,91,189,-98,-1944.3,198.4
00887,永豐中國科技50大,0,59,-59,-109.1,18.5
1449,佳和,0,50,-50,-68.9,13.77
2303,聯電,15,62,-47,-749.8,158.77
,元大台灣50正2,53,99,-46,-171.6,37.61
3016,嘉晶,2,47,-45,-598.9,133.08
6770,力積電,44,88,-44,-295.1,67.53
5483,中美晶,0,42,-42,-973.6,231.5
0056,元大高股息,8,50,-42,-218.7,53.33
2883,凱基金,2,41,-39,-116.7,29.93
2492,華新科,0,37,-37,-1554.0,424.5
00877,復華中國5G,1,37,-36,-150.9,41.92
00882,中信中國高股息,4,40,-36,-53.5,14.85
6525,捷敏-KY,0,33,-33,-620.9,188.15
1102,亞泥,17,49,-32,-111.6,34.87
1618,合機,0,30,-30,-115.6,38.52
6213,聯茂,8,38,-30,-1098.4,367.04
6414,樺漢,2,31,-29,-1125.3,388.03
