code,name,net_shares,net_amount
009816,凱基台灣TOP50,152,1620.0
5347,世界,142,16907.0
3481,群創,108,2659.0
1904,正隆,86,1737.0
4906,正文,78,2814.0
,主動復華未來50,69,860.0
3105,穩懋,63,21590.0
0050,元大台灣50,52,3889.0
2308,台達電,50,74649.0
009813,貝萊德標普卓越50,50,490.0
009814,富邦標普500,50,485.0
3211,順達,43,15423.0
6770,力積電,41,2376.0
1305,華夏,41,755.0
00881,國泰台灣科技龍頭,31,1157.0
,主動群益台灣強棒,30,502.0
,元大美債20正2,30,210.0
009815,大華美國MAG7+,25,228.0
,主動兆豐台灣豐收,22,224.0
,凱基A級公司債,21,297.0
,主動統一全球創新,20,256.0
8936,國統,20,1062.0
6182,合晶,19,659.0
3016,嘉晶,19,1070.0
2887,台新新光金,18,431.0
,元大台灣50反1,-183,-2621.0
4763,材料*-KY,-74,-3296.0
1582,信錦,-52,-5329.0
2409,友達,-38,-542.0
,主動統一台股增長,-37,-776.0
7780,大研生醫*,-36,-792.0
6285,啟碁,-36,-6630.0
2367,燿華,-34,-2781.0
00919,群益台灣精選高息,-29,-657.0
6213,聯茂,-27,-4201.0
1308,亞聚,-24,-435.0
3006,晶豪科,-24,-3908.0
1785,光洋科,-23,-2143.0
2897,王道銀行,-23,-233.0
,群益ESG投等債0-5,-23,-237.0
2313,華通,-18,-4891.0
,主動群益科技創新,-18,-242.0
5364,力麗店,-15,-175.0
1727,中華化,-14,-708.0
1528,恩德,-12,-302.0
4722,國精化,-12,-1995.0
2002,中鋼,-11,-219.0
3138,耀登,-11,-2031.0
2337,旺宏,-10,-1174.0
3706,神達,-10,-786.0
