code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動中信台灣收益,391,12,379,363.7,9.6
009816,凱基台灣TOP50,80,7,73,112.8,15.37
1449,佳和,66,0,66,81.9,12.41
,期元大S&P原油反1,52,0,52,63.3,12.16
,主動野村台灣50,50,0,50,115.0,23.0
3481,群創,169,127,42,204.0,48.9
,群益臺灣加權正2,88,48,40,46.4,11.59
,主動統一全球創新,41,4,37,58.9,15.86
2301,光寶科,46,10,36,1107.0,309.01
4763,材料*-KY,39,5,34,157.3,46.27
,主動統一台股增長,62,30,32,92.5,29.11
00919,群益台灣精選高息,40,8,32,100.4,31.74
009829,大華韓國KOSPI50,31,0,31,31.3,10.09
2303,聯電,50,20,30,378.9,125.34
2882,國泰金,40,12,28,291.0,104.96
2327,國巨*,50,24,26,1403.0,540.22
3645,達邁,47,23,24,179.2,74.37
1802,台玻,39,15,24,144.7,60.28
8039,台虹,31,8,23,753.1,325.46
1519,華城,23,0,23,1729.2,751.83
2481,強茂,36,13,23,348.4,151.48
3006,晶豪科,35,13,22,637.7,287.23
2492,華新科,36,14,22,673.8,307.4
2449,京元電子,32,11,21,530.9,252.42
0050,元大台灣50,21,2,19,200.9,105.47
,元大台灣50反1,110,785,-675,-678.8,10.06
2442,新美齊,0,298,-298,-574.2,19.27
,主動復華未來50,20,123,-103,-182.6,17.76
1605,華新,8,102,-94,-364.2,38.74
6770,力積電,76,166,-90,-657.7,72.95
2409,友達,4,89,-85,-219.7,25.84
,主動統一升級50,17,75,-58,-58.8,10.14
1301,台塑,1,48,-47,-308.1,65.49
1326,台化,18,63,-45,-301.7,66.7
00735,國泰臺韓科技,0,44,-44,-444.9,101.35
,主動群益科技創新,128,171,-43,-79.3,18.34
6186,新潤,0,37,-37,-120.8,32.05
2883,凱基金,11,48,-37,-125.0,33.33
1312,國喬,0,38,-38,-57.5,15.33
0056,元大高股息,1,34,-33,-179.8,54.32
,主動元大AI新經濟,10,40,-30,-45.1,15.04
0052,富邦科技,2,32,-30,-184.3,61.47
2887,台新新光金,0,24,-24,-92.8,38.31
2609,陽明,29,52,-23,-135.2,58.55
1717,長興,15,37,-22,-183.8,82.43
1314,中石化,2,23,-21,-17.2,8.18
00762,元大全球AI,0,20,-20,-221.8,110.9
3324,雙鴻,5,24,-19,-2339.4,1200.79
2539,櫻花建,0,18,-18,-65.1,36.15
2489,瑞軒,11,28,-17,-75.1,42.91
