code,name,net_shares,net_amount
0050,元大台灣50,272,20011.0
009816,凱基台灣TOP50,263,2743.0
1905,華紙,244,3897.0
,元大台灣50反1,216,3132.0
,主動統一台股增長,165,3365.0
6028,公勝保經,140,12234.0
2324,仁寶,99,2834.0
,主動兆豐台灣豐收,98,974.0
00919,群益台灣精選高息,94,2102.0
,群益優選非投等債,83,798.0
00918,大華優利高填息30,75,1649.0
,國泰臺灣加權反1,70,166.0
4906,正文,69,2403.0
1815,富喬,65,6743.0
,主動統一全球創新,63,793.0
2353,宏碁,62,1668.0
1909,榮成,60,648.0
0056,元大高股息,58,2221.0
6962,奕力-KY,58,2058.0
4919,新唐,53,5259.0
5381,合正,53,1202.0
0052,富邦科技,49,2121.0
5452,佶優,48,1610.0
00878,國泰永續高股息,47,1057.0
,主動群益科技創新,44,584.0
1314,中石化,-1038,-8741.0
,群益ESG投等債20+,-211,-3098.0
3481,群創,-185,-4529.0
2303,聯電,-177,-9984.0
2855,統一證,-168,-5422.0
,國泰20年美債,-151,-4257.0
1305,華夏,-127,-2336.0
1303,南亞,-123,-10023.0
1326,台化,-97,-4673.0
,國泰20年美債正2,-95,-665.0
2027,大成鋼,-78,-3248.0
6116,彩晶,-77,-617.0
2002,中鋼,-76,-1452.0
,元大投資級公司債,-63,-2073.0
,期街口布蘭特正2,-61,-3810.0
1312,國喬,-58,-855.0
1301,台塑,-53,-2601.0
,中信美國公債20年,-52,-1421.0
8064,東捷,-50,-3457.0
1304,台聚,-49,-870.0
3030,德律,-45,-12071.0
2887,台新新光金,-43,-1029.0
,主動中信台灣卓越,-43,-509.0
6443,元晶,-40,-1732.0
6770,力積電,-39,-2228.0
