code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,元大台灣50反1,183,15,168,167.3,9.93
2303,聯電,187,45,142,1697.1,118.91
,群益臺灣加權正2,449,335,114,135.2,11.91
,主動中信台灣收益,217,113,104,100.7,9.69
2324,仁寶,94,22,72,288.6,40.08
1313,聯成,55,1,54,65.8,12.18
2883,凱基金,47,0,47,152.8,32.44
009821,野村稀土關鍵資源,43,1,42,66.0,15.89
3481,群創,108,77,31,139.0,45.28
,主動復華未來50,74,45,29,52.9,18.14
6239,力成,33,8,25,708.3,281.55
1815,富喬,73,48,25,285.3,115.35
6016,康和證,25,1,24,49.1,20.45
,群益優選非投等債,23,0,23,22.2,9.67
2363,矽統,21,0,21,104.5,51.21
3231,緯創,45,25,20,366.5,182.34
3704,合勤控,20,0,20,84.7,42.34
5425,台半,24,5,19,183.1,96.13
3576,聯合再生,24,5,19,32.7,17.23
0050,元大台灣50,48,30,18,190.3,107.02
2605,新興,28,10,18,61.1,34.43
00878,國泰永續高股息,19,2,17,56.7,32.78
2327,國巨*,35,18,17,903.4,550.22
00712,復華富時不動產,16,0,16,14.0,8.75
8150,南茂,29,14,15,139.6,91.83
2409,友達,20,333,-313,-792.4,25.32
,主動統一升級50,12,240,-228,-234.0,10.3
,主動富邦台灣龍耀,18,228,-210,-184.3,8.75
00881,國泰台灣科技龍頭,3,172,-169,-842.2,49.89
,主動凱基台灣,7,172,-165,-162.0,9.8
2408,南亞科,43,127,-84,-4557.3,543.47
2371,大同,0,82,-82,-240.1,29.28
,元大台灣50正2,98,178,-80,-293.9,36.44
2313,華通,12,76,-64,-1543.5,240.88
2344,華邦電,66,124,-58,-1088.4,187.37
1303,南亞,33,91,-58,-1337.8,230.53
2206,三陽工業,0,58,-58,-366.1,63.12
2610,華航,1,54,-53,-109.6,20.8
00929,復華台灣科技優息,8,59,-51,-148.7,29.15
009816,凱基台灣TOP50,12,61,-49,-76.7,15.57
6116,彩晶,11,54,-43,-63.8,14.9
0056,元大高股息,1,43,-42,-228.0,53.84
,主動群益科技創新,0,42,-42,-77.5,18.46
3543,州巧,0,39,-39,-193.3,49.56
3714,富采,4,42,-38,-241.5,63.55
009829,大華韓國KOSPI50,0,37,-37,-39.0,10.53
8110,華東,0,35,-35,-162.2,46.36
2889,國票金,5,36,-31,-49.2,15.99
1608,華榮,0,30,-30,-117.0,38.36
1326,台化,7,37,-30,-185.6,61.44
