code,name,net_shares,net_amount
2344,華邦電,338,39176.0
1101,台泥,158,3759.0
6770,力積電,105,8303.0
2408,南亞科,104,25123.0
,主動統一台股增長,99,2086.0
4919,新唐,85,9279.0
1802,台玻,79,4687.0
2313,華通,74,16500.0
2409,友達,73,1137.0
,主動安聯台灣,70,769.0
0050,元大台灣50,68,5128.0
6133,金橋,66,1625.0
2317,鴻海,63,12926.0
1303,南亞,60,4860.0
2009,第一銅,60,2491.0
3033,威健,54,1956.0
2489,瑞軒,51,2023.0
3499,環天科,50,967.0
,主動復華未來50,48,639.0
00919,群益台灣精選高息,47,1082.0
,期元大S&P黃金,46,2288.0
3591,艾笛森,44,980.0
2449,京元電子,41,12638.0
,期街口布蘭特正2,38,2181.0
4989,榮科,38,2822.0
,元大台灣50反1,-363,-5103.0
3481,群創,-318,-8212.0
2427,三商電,-119,-2848.0
2324,仁寶,-118,-3890.0
3576,聯合再生,-112,-2556.0
1717,長興,-112,-7457.0
,國泰20年美債正2,-110,-796.0
2367,燿華,-108,-8131.0
2349,錸德,-107,-1691.0
,期元大S&P石油,-94,-2370.0
,群益ESG投等債20+,-84,-1252.0
2515,中工,-80,-1164.0
1440,南紡,-80,-1071.0
,主動統一全球創新,-77,-1035.0
,元大美債20年,-74,-2032.0
2834,臺企銀,-66,-996.0
4960,誠美材,-55,-1328.0
2329,華泰,-54,-3512.0
1718,中纖,-52,-413.0
6142,友勁,-50,-514.0
4128,中天,-50,-843.0
6672,騰輝電子-KY,-50,-6153.0
7780,大研生醫*,-49,-930.0
2399,映泰,-45,-1689.0
6443,元晶,-45,-2189.0
