code,name,net_shares,net_amount
2371,大同,380,11973.0
6147,頎邦,191,19469.0
,主動統一台股增長,129,2926.0
,主動統一全球創新,122,1758.0
1314,中石化,103,829.0
3189,景碩,90,35454.0
2337,旺宏,71,10187.0
5871,中租-KY,69,7459.0
2891,中信金,59,3219.0
6770,力積電,52,2922.0
00919,群益台灣精選高息,47,1098.0
2317,鴻海,46,9185.0
2330,台積電,45,86630.0
1101,台泥,40,1011.0
2399,映泰,40,1378.0
3522,御嵿,38,487.0
2301,光寶科,35,5378.0
2408,南亞科,34,7680.0
,主動復華未來50,34,463.0
1802,台玻,29,1784.0
0056,元大高股息,27,1068.0
6505,台塑化,27,1428.0
,元大台灣50正2,26,593.0
2485,兆赫,25,1776.0
1309,台達化,24,584.0
009816,凱基台灣TOP50,-502,-5634.0
1301,台塑,-378,-18076.0
0050,元大台灣50,-320,-25324.0
2409,友達,-280,-5211.0
6120,達運,-205,-3017.0
2542,興富發,-200,-7224.0
,期元大S&P原油反1,-97,-1329.0
8028,昇陽半導體,-54,-10770.0
1711,永光,-52,-1883.0
2489,瑞軒,-48,-2039.0
3090,日電貿,-47,-4512.0
2426,鼎元,-43,-1825.0
2328,廣宇,-41,-1828.0
,台新美國非投等債,-40,-401.0
2002,中鋼,-37,-746.0
3550,聯穎,-32,-625.0
,主動安聯台灣,-30,-340.0
00947,台新臺灣IC設計,-30,-731.0
,富邦臺灣加權反1,-30,-222.0
2313,華通,-28,-7999.0
3450,聯鈞,-27,-7628.0
00940,元大台灣價值高息,-27,-264.0
2327,國巨*,-25,-7077.0
2316,楠梓電,-25,-2566.0
2892,第一金,-25,-717.0
