code,name,net_shares,net_amount
2312,金寶,61,1402.0
7703,銳澤,60,13871.0
00919,群益台灣精選高息,41,936.0
0050,元大台灣50,37,2755.0
00712,復華富時不動產,35,299.0
,主動兆豐台灣豐收,35,351.0
0056,元大高股息,30,1159.0
,富邦NASDAQ反1,30,92.0
2382,廣達,30,8655.0
2393,億光,29,2003.0
1304,台聚,28,464.0
,主動群益科技創新,26,353.0
6770,力積電,24,1421.0
6116,彩晶,21,170.0
,主動安聯台灣,20,208.0
,主動統一台股增長,18,381.0
2355,敬鵬,16,783.0
2301,光寶科,15,2297.0
,凱基A級公司債,15,211.0
2324,仁寶,15,445.0
3481,群創,15,365.0
009815,大華美國MAG7+,14,128.0
009816,凱基台灣TOP50,13,142.0
00878,國泰永續高股息,13,296.0
0052,富邦科技,13,571.0
1309,台達化,-500,-10990.0
,元大台灣50反1,-44,-633.0
6585,鼎基,-35,-3563.0
2303,聯電,-32,-1893.0
4958,臻鼎-KY,-27,-6114.0
,元大AAA至A公司債,-25,-789.0
2610,華航,-20,-371.0
00882,中信中國高股息,-20,-309.0
1528,恩德,-19,-484.0
2345,智邦,-19,-30879.0
6431,光麗-KY,-16,-368.0
1785,光洋科,-15,-1388.0
2482,連宇,-15,-258.0
1310,台苯,-14,-156.0
,期元大S&P石油,-13,-329.0
3357,臺慶科,-12,-1837.0
8011,台通,-10,-209.0
8358,金居,-9,-2045.0
2612,中航,-8,-431.0
1312,國喬,-8,-113.0
2367,燿華,-8,-678.0
2489,瑞軒,-7,-243.0
6285,啟碁,-7,-1285.0
6919,康霈*,-7,-569.0
,期街口布蘭特正2,-6,-331.0
