code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
00881,國泰台灣科技龍頭,1059,9,1050,5520.3,52.56
,台新新光辛特,660,1,659,626.6,9.51
,元大台灣50反1,1756,1514,242,258.4,10.67
2303,聯電,334,131,203,2411.9,118.95
,主動凱基台灣,236,44,192,180.0,9.35
,主動統一台股增長,278,99,179,508.0,28.3
00891,中信關鍵半導體,158,1,157,549.5,34.98
2344,華邦電,348,196,152,2500.3,164.71
2408,南亞科,289,153,136,6190.6,455.6
,主動統一升級50,218,93,125,122.8,9.84
,群益臺灣加權正2,325,208,117,127.8,10.85
6770,力積電,315,208,107,701.4,65.56
00923,群益台ESG低碳50,98,0,98,402.8,41.06
2313,華通,130,39,91,1899.4,209.36
3685,元創精密,228,143,85,330.7,38.91
2492,華新科,101,24,77,1926.1,250.09
5483,中美晶,90,17,73,1243.6,170.31
2031,新光鋼,158,92,66,296.5,45.06
6134,萬旭,58,0,58,162.9,28.09
,富邦NASDAQ反1,56,0,56,13.6,2.43
2103,台橡,58,2,56,138.5,25.0
0050,元大台灣50,80,26,54,551.4,102.61
,元大台灣50正2,228,177,51,167.7,32.9
009821,野村稀土關鍵資源,80,29,51,73.3,14.4
2834,臺企銀,58,10,48,79.9,16.44
3481,群創,311,2244,-1933,-9634.8,49.86
5347,世界,24,608,-584,-8384.2,143.78
3706,神達,12,427,-415,-3798.5,91.56
6213,聯茂,126,356,-230,-8845.9,384.65
2409,友達,231,457,-226,-564.9,24.97
6199,天品,3,225,-222,-2157.9,97.2
3019,亞光,4,200,-196,-2556.7,130.7
1314,中石化,10,200,-190,-148.8,7.81
8050,廣積,79,264,-185,-1211.9,65.32
,兆豐國泰R2,31,199,-168,-199.1,11.85
,平衡凱基美國TOP,0,150,-150,-180.9,12.06
2395,研華,8,152,-144,-9105.2,632.14
2301,光寶科,52,195,-143,-3532.1,246.98
2354,鴻準,111,244,-133,-842.1,63.39
00955,中信日本商社,1,131,-130,-207.0,15.87
2845,遠東銀,2,120,-118,-155.8,13.2
3576,聯合再生,0,118,-118,-204.1,17.29
2421,建準,3,121,-118,-1785.5,151.33
8021,尖點,37,154,-117,-4769.6,409.01
5289,宜鼎,81,194,-113,-17580.3,1560.38
6226,光鼎,0,109,-109,-243.5,22.34
2891,中信金,13,112,-99,-646.4,65.23
4931,新盛力,41,137,-96,-2161.3,225.56
3665,貿聯-KY,8,97,-89,-19588.5,2207.27
2359,所羅門,139,226,-87,-1208.5,138.8
