code,name,net_shares,net_amount
2014,中鴻,150,2850.0
3231,緯創,104,13457.0
00877,復華中國5G,100,2846.0
2344,華邦電,87,8698.0
1305,華夏,77,1242.0
5425,台半,60,3648.0
,主動兆豐台灣豐收,32,324.0
4161,聿新科,28,708.0
6761,穩得,28,5114.0
1308,亞聚,23,380.0
00904,新光臺灣半導體30,20,583.0
2489,瑞軒,20,642.0
00927,群益半導體收益,18,442.0
6443,元晶,16,702.0
,元大台灣50反1,14,197.0
2353,宏碁,13,351.0
1708,東鹼,12,490.0
1102,亞泥,11,379.0
4909,新復興,11,627.0
1603,華電,11,366.0
1326,台化,10,462.0
1101,台泥,10,240.0
00919,群益台灣精選高息,10,233.0
2442,新美齊,10,208.0
,第一金優選非投債,10,93.0
3481,群創,-897,-23282.0
,主動統一台股增長,-243,-5025.0
6770,力積電,-184,-12295.0
2845,遠東銀,-160,-1988.0
2409,友達,-126,-1887.0
,主動群益台灣強棒,-114,-1911.0
,國泰20年美債正2,-100,-707.0
3715,定穎投控,-87,-15919.0
2881,富邦金,-59,-5235.0
2887,台新新光金,-54,-1320.0
2327,國巨*,-49,-12750.0
1802,台玻,-42,-2320.0
009816,凱基台灣TOP50,-41,-441.0
00735,國泰臺韓科技,-40,-2746.0
3689,湧德,-35,-4040.0
3211,順達,-33,-11729.0
00955,中信日本商社,-31,-485.0
00878,國泰永續高股息,-30,-692.0
2812,台中銀,-30,-617.0
6689,伊雲谷,-30,-2516.0
2313,華通,-27,-6180.0
,期元大S&P石油,-25,-591.0
0056,元大高股息,-24,-933.0
2883,凱基金,-24,-484.0
0050,元大台灣50,-23,-1781.0
