code,name,net_shares,net_amount
3708,上緯投控,474,56358.0
00712,復華富時不動產,251,2141.0
3508,位速,201,8774.0
2344,華邦電,197,19571.0
1314,中石化,139,1143.0
4949,有成精密,127,7916.0
7723,築間,101,3538.0
4973,廣穎,80,5402.0
2337,旺宏,60,8179.0
3049,精金,57,750.0
3481,群創,57,1456.0
0050,元大台灣50,55,4208.0
2426,鼎元,50,1807.0
6016,康和證,50,868.0
,主動復華未來50,45,573.0
0056,元大高股息,43,1649.0
,元大台灣50反1,40,562.0
4502,健信,34,530.0
2243,宏旭-KY,31,645.0
1312,國喬,30,407.0
3437,榮創,24,549.0
2881,富邦金,21,1892.0
3221,台嘉碩,21,823.0
3231,緯創,20,2568.0
1301,台塑,20,904.0
,元大滬深300正2,-304,-5693.0
,主動元大AI新經濟,-231,-2883.0
,主動安聯台灣,-188,-1997.0
1815,富喬,-155,-16387.0
3260,威剛,-135,-53099.0
009816,凱基台灣TOP50,-122,-1316.0
2451,創見,-96,-24779.0
6761,穩得,-94,-17285.0
00952,凱基台灣AI50,-89,-1175.0
00940,元大台灣價值高息,-70,-679.0
2303,聯電,-68,-3996.0
3037,欣興,-66,-32577.0
9105,泰金寶-DR,-65,-362.0
6147,頎邦,-61,-4230.0
6672,騰輝電子-KY,-55,-6987.0
,期街口布蘭特正2,-54,-2630.0
5521,工信,-52,-705.0
,期元大道瓊白銀,-49,-2948.0
2313,華通,-47,-10666.0
8271,宇瞻,-42,-6578.0
1304,台聚,-41,-625.0
,群益ESG投等債20+,-40,-594.0
1785,光洋科,-40,-3803.0
7734,印能科技,-37,-67525.0
2103,台橡,-36,-685.0
