code,name,weight,shares,price
2884,玉山金融控股,1.26,5569622,32.55
2891,中國信託金融控股,1.42,3891000,52.7
2344,華邦電子,1.88,2892000,93.9
2881,富邦金融控股,1.25,2057575,87.9
2317,鴻海精密工業,3.01,1905000,228.0
2408,南亞科技,2.37,1510000,226.5
3231,緯創資通,1.45,1470000,142.5
2382,廣達電腦,2.74,1213000,325.5
3264,欣銓科技,0.94,695000,194.0
3036,文曄科技,0.97,693000,201.0
2330,台灣積體電路製造,9.16,583000,2265.0
4915,致伸科技,0.27,547000,72.3
3711,日月光投資控股,1.84,536000,495.5
2548,華固建設,0.43,470000,132.0
2308,台達電子工業,5.28,377000,2020.0
1477,聚陽實業,0.55,369000,215.0
6831,邁科科技,1.06,314000,489.0
2368,金像電子（股）公司,2.94,299000,1420.0
5434,崇越科技,0.83,294000,407.0
8210,勤誠興業,2.17,268000,1165.0
6584,南俊國際,1.24,260000,690.0
3044,健鼎科技,0.85,253000,485.0
5234,達興材料,0.71,244000,420.5
2449,京元電子,0.46,232000,283.5
2376,技嘉科技,0.44,225000,285.0
6274,台燿科技,1.52,222000,990.0
2345,智邦科技,3.14,208000,2175.0
2454,聯發科技,3.17,188000,2435.0
5904,寶雅國際,0.66,181450,522.0
1519,華城電機,1.08,176000,888.0
2360,致茂電子,2.26,169000,1925.0
8996,高力熱處理工業,1.22,165000,1070.0
3017,奇鋐科技,3.09,157000,2835.0
8299,群聯電子,1.91,150000,1835.0
3665,貿聯控股（BizLink Holding In,2.38,130336,2630.0
3293,鈊象電子,0.67,129000,748.0
2383,台光電子材料,3.94,120000,4730.0
6805,富世達,1.59,111000,2070.0
1590,亞德客國際集團,0.89,91000,1410.0
7769,鴻勁精密,2.96,86000,4970.0
6669,緯穎科技服務,2.81,83000,4890.0
2059,川湖科技,2.25,82000,3960.0
6442,光紅建聖,0.87,71000,1775.0
6223,旺矽科技,2.4,71000,4880.0
3653,健策精密工業,2.27,66000,4960.0
3533,嘉澤端子工業,1.01,54000,2710.0
3443,創意電子,1.37,50000,3955.0
6515,穎崴科技,2.46,37000,9580.0
6510,中華精測科技,0.87,35000,3570.0
5274,信驊科技,2.22,20000,16000.0
