code,name,net_shares,net_amount
,元大台灣50反1,98,1388.0
,主動野村臺灣優選,94,1687.0
6919,康霈*,41,3650.0
,主動復華未來50,37,471.0
00955,中信日本商社,35,546.0
2367,燿華,29,2244.0
,主動統一台股增長,27,565.0
00919,群益台灣精選高息,25,570.0
5347,世界,23,2907.0
2347,聯強,20,1622.0
3481,群創,19,519.0
6271,同欣電,19,2914.0
2337,旺宏,17,2295.0
2605,新興,17,721.0
3049,精金,17,225.0
1802,台玻,16,840.0
1314,中石化,15,125.0
1303,南亞,15,1242.0
,期街口布蘭特正2,14,736.0
00924,復華S&P500成長,14,386.0
2455,全新,13,3916.0
2454,聯發科,13,21610.0
5381,合正,13,306.0
2883,凱基金,13,261.0
1785,光洋科,11,979.0
8112,至上,-171,-13918.0
2344,華邦電,-137,-13266.0
1337,再生-KY,-65,-408.0
6770,力積電,-65,-3993.0
,國泰20年美債正2,-60,-423.0
1326,台化,-53,-2391.0
,元大美債20正2,-50,-354.0
2331,精英,-49,-1079.0
5314,世紀*,-45,-3454.0
9949,琉園,-44,-1210.0
6143,振曜,-40,-4000.0
0050,元大台灣50,-37,-2846.0
,國泰20年美債,-36,-1017.0
,統一美債20年,-36,-495.0
2408,南亞科,-24,-5006.0
,主動統一全球創新,-24,-317.0
,期元大S&P石油,-21,-521.0
3714,富采,-20,-1049.0
8047,星雲,-19,-1117.0
,國泰臺灣加權正2,-15,-911.0
5498,凱崴,-14,-831.0
6781,AES-KY,-13,-14207.0
3339,泰谷,-12,-484.0
2441,超豐,-11,-1127.0
2330,台積電,-11,-20159.0
