code,name,net_shares,net_amount
,主動統一台股增長,167,3460.0
2402,毅嘉,45,2330.0
1718,中纖,42,316.0
2515,中工,40,554.0
009816,凱基台灣TOP50,34,366.0
0056,元大高股息,19,726.0
,主動群益科技創新,16,214.0
00896,中信綠能及電動車,15,318.0
1802,台玻,13,722.0
8215,明基材,12,292.0
2489,瑞軒,11,371.0
,期元大S&P石油,11,263.0
00919,群益台灣精選高息,11,245.0
4956,光鋐,10,383.0
1402,遠東新,10,260.0
5534,長虹,10,758.0
6168,宏齊,10,278.0
,國泰臺灣加權反1,10,23.0
,富邦恒生國企正2,10,96.0
2371,大同,9,279.0
3221,台嘉碩,9,343.0
4931,新盛力,9,1399.0
1785,光洋科,9,840.0
2317,鴻海,8,1699.0
2243,宏旭-KY,8,166.0
2344,華邦電,-86,-8686.0
3481,群創,-73,-1923.0
00712,復華富時不動產,-72,-614.0
,元大台灣50反1,-61,-859.0
4919,新唐,-59,-6087.0
1314,中石化,-55,-448.0
,元大優息投等債,-50,-465.0
6770,力積電,-46,-2920.0
6278,台表科,-38,-3681.0
2388,威盛,-30,-1579.0
8937,合騏,-26,-3836.0
2610,華航,-24,-453.0
0050,元大台灣50,-22,-1700.0
2303,聯電,-20,-1161.0
3543,州巧,-20,-1018.0
00934,中信成長高股息,-20,-430.0
2027,大成鋼,-19,-700.0
2369,菱生,-19,-629.0
2313,華通,-17,-3853.0
,主動統一全球創新,-15,-198.0
8422,可寧衛*,-14,-415.0
5880,合庫金,-14,-325.0
3518,柏騰,-14,-310.0
,富邦臺灣加權正2,-13,-2423.0
4906,正文,-13,-422.0
