code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2303,聯電,6832,1118,5714,75686.4,132.47
3189,景碩,3553,144,3409,297933.6,873.79
2344,華邦電,516,52,464,8231.8,177.38
2455,全新,1278,896,382,20380.8,533.29
,主動中信台灣收益,437,81,356,353.7,9.93
2449,京元電子,325,89,236,6638.9,280.57
2408,南亞科,298,69,229,12004.5,523.77
6770,力積電,324,109,215,1527.4,71.2
3450,聯鈞,255,42,213,13545.3,636.09
,元大台灣50反1,186,5,181,176.9,9.77
2409,友達,857,680,177,498.7,28.23
00918,大華優利高填息30,169,7,162,569.3,35.13
4958,臻鼎-KY,693,554,139,8067.8,579.81
2426,鼎元,346,207,139,1438.8,103.74
009802,富邦旗艦50,136,2,134,272.8,20.33
8039,台虹,174,40,134,4372.9,325.94
00919,群益台灣精選高息,181,53,128,409.7,32.19
1447,力鵬,105,0,105,73.0,6.95
3049,精金,103,1,102,135.7,13.3
1312,國喬,473,375,98,136.2,13.99
,主動復華未來50,134,41,93,168.1,18.22
009805,台新美國電力基建,94,6,88,130.3,14.78
3006,晶豪科,95,15,80,2253.5,281.83
6269,台郡,85,7,78,588.3,75.29
7788,松川精密,80,4,76,2410.1,317.98
3037,欣興,151,1140,-989,-93569.7,946.56
,主動統一升級50,48,749,-701,-732.0,10.44
,主動凱基台灣,38,535,-497,-496.4,9.99
1216,統一,5,500,-495,-3747.2,75.7
1326,台化,131,597,-466,-3427.8,73.56
,元大台灣50正2,30,439,-409,-1510.4,36.96
,群益臺灣加權正2,49,439,-390,-474.3,12.18
2883,凱基金,17,347,-330,-1146.4,34.78
2887,台新新光金,54,383,-329,-1310.4,39.9
3685,元創精密,3,329,-326,-1244.2,38.17
2845,遠東銀,4,302,-298,-404.1,13.6
009816,凱基台灣TOP50,46,341,-295,-466.2,15.84
,主動統一台股增長,57,350,-293,-889.5,30.32
,主動國泰動能高息,2,231,-229,-350.9,15.33
3211,順達,6,234,-228,-9107.3,399.43
,主動野村臺灣優選,0,222,-222,-559.9,25.22
2891,中信金,2,218,-216,-1428.0,66.0
5608,四維航,3,208,-205,-342.4,16.7
2351,順德,13,209,-196,-4356.4,222.5
6199,天品,11,191,-180,-1673.9,92.99
00929,復華台灣科技優息,6,174,-168,-496.9,29.51
009829,大華韓國KOSPI50,9,174,-165,-172.5,10.47
0050,元大台灣50,42,199,-157,-1695.9,108.06
,群益ESG投等債20+,24,178,-154,-219.3,14.25
3498,陽程,6,155,-149,-3002.9,201.59
