code,name,net_shares,net_amount
,主動統一台股增長,107,2187.0
1301,台塑,102,5004.0
1710,東聯,97,1524.0
2002,中鋼,95,1829.0
2324,仁寶,86,2478.0
00919,群益台灣精選高息,80,1797.0
6285,啟碁,79,14302.0
,主動群益科技創新,79,1043.0
2367,燿華,71,5299.0
0056,元大高股息,67,2538.0
,主動兆豐台灣豐收,62,612.0
2330,台積電,61,108231.0
,主動復華未來50,56,689.0
2610,華航,55,1014.0
2027,大成鋼,53,2051.0
00951,台新日本半導體,53,671.0
,主動統一全球創新,45,564.0
3481,群創,44,1049.0
2536,宏普,40,884.0
3026,禾伸堂,39,5482.0
,主動元大AI新經濟,38,448.0
00935,野村臺灣新科技50,38,1392.0
00918,大華優利高填息30,35,787.0
2313,華通,33,8743.0
,主動中信ARK創新,33,329.0
,元大台灣50反1,-312,-4548.0
1326,台化,-159,-7302.0
009816,凱基台灣TOP50,-153,-1606.0
1314,中石化,-114,-958.0
,群益ESG投等債20+,-94,-1382.0
6116,彩晶,-65,-526.0
1305,華夏,-64,-1177.0
6789,采鈺,-58,-18972.0
1303,南亞,-49,-4054.0
3264,欣銓,-48,-7812.0
,元大投資級公司債,-42,-1388.0
2355,敬鵬,-40,-2082.0
00915,凱基優選高股息30,-40,-922.0
8096,擎亞,-36,-3338.0
,國泰20年美債,-28,-805.0
6213,聯茂,-27,-4076.0
9105,泰金寶-DR,-25,-138.0
6788,華景電,-24,-8594.0
2406,國碩,-24,-824.0
1905,華紙,-22,-372.0
,期街口布蘭特正2,-22,-1433.0
5314,世紀*,-20,-1700.0
00904,新光臺灣半導體30,-20,-559.0
00887,永豐中國科技50大,-20,-243.0
6770,力積電,-20,-1154.0
