code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,元大台灣50反1,193,46,147,147.7,10.03
4960,誠美材,64,4,60,156.6,26.1
,主動凱基台灣,121,68,53,52.5,9.9
,富邦臺灣加權反1,50,0,50,27.8,5.56
00919,群益台灣精選高息,60,15,45,133.0,29.54
1609,大亞,29,0,29,110.5,38.09
6116,彩晶,62,38,24,47.0,19.58
2834,臺企銀,24,0,24,42.4,17.84
5314,世紀*,37,14,23,147.0,63.86
009823,群益S&P500,18,0,18,18.3,10.15
2472,立隆電,22,5,17,736.3,436.22
00882,中信中國高股息,16,0,16,23.3,14.57
6226,光鼎,21,5,16,35.2,22.0
2002,中鋼,19,3,16,28.7,18.88
2408,南亞科,22,9,13,602.7,439.26
2344,華邦電,42,29,13,266.6,194.78
2337,旺宏,21,8,13,203.6,155.92
4128,中天,33,20,13,22.9,17.6
6213,聯茂,13,1,12,442.8,362.04
6271,同欣電,16,5,11,281.7,268.17
1326,台化,10,0,10,54.4,54.4
2612,中航,10,0,10,51.7,51.7
1455,集盛,10,0,10,10.0,10.03
5371,中光電,35,25,10,68.5,69.93
00922,國泰台灣領袖50,10,0,10,40.2,41.2
3481,群創,206,356,-150,-1053.2,70.33
,元大台灣50正2,56,151,-95,-365.7,38.32
1802,台玻,8,88,-80,-586.1,73.03
0050,元大台灣50,8,86,-78,-836.8,107.72
,國泰20年美債,0,60,-60,-171.4,28.57
00929,復華台灣科技優息,0,50,-50,-154.3,30.83
3717,聯嘉投控,5,54,-49,-131.4,26.82
4164,承業醫,0,42,-42,-121.4,28.9
,主動統一台股增長,0,38,-38,-118.5,31.18
,主動統一升級50,38,73,-35,-38.2,10.91
009816,凱基台灣TOP50,19,50,-31,-47.6,15.6
2375,凱美,1,30,-29,-570.6,196.07
2634,漢翔,3,33,-30,-158.9,54.66
1710,東聯,1,30,-29,-47.4,16.33
3576,聯合再生,3,29,-26,-45.3,17.41
1338,廣華-KY,0,23,-23,-38.7,16.8
2409,友達,155,174,-19,-76.7,38.76
1303,南亞,4,23,-19,-306.7,158.92
,主動群益科技創新,0,17,-17,-31.5,18.52
,主動群益台灣強棒,0,16,-16,-40.8,24.58
1815,富喬,24,39,-15,-178.3,111.44
2610,華航,4,19,-15,-34.7,23.11
00900,富邦特選高股息30,0,15,-15,-28.7,19.14
009803,玉山市值動能50,0,15,-15,-32.9,21.91
6550,北極星藥業-KY,0,14,-14,-18.8,13.24
