code,name,net_shares,net_amount
3481,群創,306,7911.0
,元大美債20正2,200,1413.0
,國泰臺灣加權反1,162,368.0
6168,宏齊,137,3693.0
,主動統一台股增長,119,2497.0
4949,有成精密,78,5136.0
,主動統一全球創新,71,953.0
,主動兆豐台灣豐收,63,669.0
6770,力積電,55,3688.0
2344,華邦電,53,6354.0
2351,順德,45,4518.0
2408,南亞科,43,9931.0
2610,華航,40,751.0
2349,錸德,38,545.0
2489,瑞軒,36,1170.0
,期街口布蘭特正2,35,1866.0
2367,燿華,33,2686.0
3048,益登,31,1199.0
1802,台玻,31,1692.0
6672,騰輝電子-KY,28,3856.0
2887,台新新光金,25,608.0
3706,神達,25,1998.0
6244,茂迪,23,805.0
2027,大成鋼,22,806.0
2429,銘旺科,21,952.0
2605,新興,-179,-7536.0
2002,中鋼,-160,-3150.0
00881,國泰台灣科技龍頭,-106,-4012.0
3006,晶豪科,-60,-10348.0
009816,凱基台灣TOP50,-57,-613.0
0056,元大高股息,-52,-2020.0
1314,中石化,-50,-421.0
2838,聯邦銀,-50,-1030.0
1326,台化,-46,-2083.0
2413,環科,-43,-2560.0
2303,聯電,-34,-1984.0
,期元大S&P石油,-33,-818.0
4903,聯光通,-32,-1660.0
,富邦恒生國企正2,-29,-272.0
6603,富強鑫,-28,-620.0
3715,定穎投控,-27,-5169.0
2313,華通,-26,-6946.0
2884,玉山金,-26,-835.0
3714,富采,-24,-1219.0
00712,復華富時不動產,-24,-202.0
6147,頎邦,-23,-1793.0
3211,順達,-21,-8068.0
1409,新纖,-20,-318.0
6213,聯茂,-19,-2797.0
7780,大研生醫*,-19,-380.0
