code,name,net_shares,net_amount
2337,旺宏,2488,293278.0
1314,中石化,456,3709.0
009816,凱基台灣TOP50,119,1256.0
2324,仁寶,80,2371.0
2330,台積電,71,129846.0
,主動統一台股增長,62,1291.0
,主動兆豐台灣豐收,57,568.0
,群益ESG投等債0-5,55,566.0
,群益優選非投等債,55,530.0
2408,南亞科,48,10281.0
6770,力積電,45,2664.0
,主動群益科技創新,44,587.0
0050,元大台灣50,42,3136.0
3576,聯合再生,40,933.0
2301,光寶科,40,6050.0
009815,大華美國MAG7+,40,363.0
,主動統一全球創新,29,375.0
0056,元大高股息,26,1030.0
2615,萬海,25,1872.0
2801,彰銀,23,476.0
00919,群益台灣精選高息,22,501.0
,期元大道瓊白銀,21,1194.0
4588,玖鼎電力,20,1190.0
8069,元太,20,2857.0
6120,達運,20,250.0
1301,台塑,-281,-13501.0
3481,群創,-138,-3397.0
2834,臺企銀,-100,-1521.0
00922,國泰台灣領袖50,-50,-1373.0
,群益ESG投等債20+,-43,-625.0
,群益25年美債,-35,-987.0
3090,日電貿,-34,-3191.0
2489,瑞軒,-34,-1162.0
3034,聯詠,-34,-13669.0
8088,品安,-34,-1694.0
3062,建漢,-32,-907.0
2313,華通,-30,-8301.0
2367,燿華,-29,-2339.0
1785,光洋科,-28,-2688.0
6285,啟碁,-25,-4716.0
4973,廣穎,-25,-1479.0
3715,定穎投控,-24,-4870.0
1101,台泥,-22,-500.0
5386,青雲,-21,-5549.0
3707,漢磊,-21,-1165.0
3231,緯創,-21,-2615.0
8096,擎亞,-20,-1796.0
3550,聯穎,-20,-386.0
,元大美債20年,-18,-489.0
8299,群聯,-15,-23858.0
