code,name,net_shares,net_amount
3026,禾伸堂,1413,214788.0
6261,久元,597,47155.0
2409,友達,567,9455.0
6147,頎邦,480,45149.0
8021,尖點,477,126451.0
3211,順達,251,91433.0
5289,宜鼎,241,258077.0
2303,聯電,184,11030.0
5243,乙盛-KY,165,15904.0
2426,鼎元,162,3904.0
2402,毅嘉,150,7919.0
3363,上詮,120,79479.0
6285,啟碁,104,18660.0
6217,中探針,103,20760.0
6278,台表科,100,9407.0
8046,南電,99,61455.0
2481,強茂,95,9375.0
1303,南亞,79,6451.0
3455,由田,64,9760.0
1305,華夏,60,1051.0
2905,三商,51,732.0
2454,聯發科,50,72154.0
,主動復華未來50,50,633.0
2356,英業達,50,2064.0
6451,訊芯-KY,41,11253.0
,群益ESG投等債20+,-1000,-15051.0
2027,大成鋼,-498,-19247.0
,元大台灣50反1,-273,-3871.0
3163,波若威,-237,-244226.0
2399,映泰,-225,-7684.0
4931,新盛力,-200,-26649.0
4906,正文,-193,-7025.0
6290,良維,-144,-30134.0
,元大台灣50正2,-94,-1949.0
8358,金居,-93,-23685.0
2308,台達電,-72,-108759.0
1815,富喬,-72,-7444.0
2467,志聖,-70,-28341.0
7822,倍利科,-70,-115933.0
2882,國泰金,-70,-5049.0
3105,穩懋,-55,-22786.0
911868,同方友友-DR,-50,-62.0
4768,晶呈科技,-46,-20101.0
4577,達航科技,-34,-3983.0
6877,鏵友益,-30,-3582.0
1717,長興,-29,-1806.0
2485,兆赫,-28,-2284.0
2891,中信金,-25,-1421.0
00878,國泰永續高股息,-25,-556.0
5876,上海商銀,-24,-949.0
