code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,元大台灣50正2,224,35,189,718.3,37.92
3231,緯創,145,7,138,2562.7,185.11
00712,復華富時不動產,108,0,108,93.5,8.66
3717,聯嘉投控,100,0,100,214.6,21.46
1449,佳和,100,0,100,122.0,12.2
009829,大華韓國KOSPI50,95,0,95,106.9,11.25
2303,聯電,119,25,94,1300.4,138.13
3481,群創,135,42,93,460.8,49.44
00929,復華台灣科技優息,57,0,57,166.6,28.99
8112,至上,55,0,55,497.0,90.36
,群益臺灣加權反1,50,0,50,4.8,0.96
6108,競國,44,0,44,98.1,22.3
,台新美國非投等債,40,0,40,40.0,10.0
00918,大華優利高填息30,37,0,37,131.9,35.41
2481,強茂,51,15,36,559.1,155.29
,主動統一台股增長,43,11,32,96.7,29.85
,主動聯博全球非投,32,0,32,31.5,9.84
2332,友訊,31,0,31,58.7,18.93
009828,中信台日韓PCB,60,30,30,29.3,9.63
,主動凱基台灣,31,5,26,25.2,9.7
,期元大S&P原油反1,25,0,25,27.6,11.04
2377,微星,29,4,25,383.6,153.44
00919,群益台灣精選高息,60,38,22,73.8,32.66
2317,鴻海,28,6,22,562.5,250.99
2356,英業達,23,2,21,136.1,63.64
2344,華邦電,49,187,-138,-2605.6,188.4
3059,華晶科,0,92,-92,-356.5,38.75
,主動中信台灣收益,48,140,-92,-88.2,9.61
2887,台新新光金,0,80,-80,-336.5,42.06
8076,伍豐,1,70,-69,-151.3,21.92
0050,元大台灣50,37,99,-62,-679.7,110.02
,主動統一升級50,4,57,-53,-54.8,10.34
2330,台積電,7,59,-52,-13153.7,2496.28
1312,國喬,10,60,-50,-71.0,14.19
6015,宏遠證,0,40,-40,-71.1,17.76
3229,晟鈦,0,40,-40,-201.2,50.3
4133,亞諾法,0,39,-39,-79.7,20.42
2337,旺宏,14,50,-36,-460.4,127.5
,主動群益美國增長,0,35,-35,-38.9,11.1
2408,南亞科,9,43,-34,-1816.6,532.94
6265,方土昶,3,37,-34,-185.4,54.52
6770,力積電,164,197,-33,-259.5,76.83
6949,沛爾生醫*-創,1,30,-29,-174.8,60.38
8064,東捷,0,25,-25,-337.6,134.5
5351,鈺創,11,34,-23,-286.0,124.41
1809,中釉,0,22,-22,-86.5,39.32
2464,盟立,13,35,-22,-447.3,203.46
2834,臺企銀,10,31,-21,-37.1,17.56
5880,合庫金,4,25,-21,-55.8,26.55
2886,兆豐金,16,36,-20,-101.9,50.95
