code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動野村臺灣優選,192,0,192,436.3,22.73
,主動統一台股增長,198,56,142,417.2,29.42
2601,益航,100,0,100,49.3,4.92
009816,凱基台灣TOP50,281,191,90,124.1,13.72
00891,中信關鍵半導體,97,12,85,282.5,33.19
00961,FT臺灣永續高息,56,0,56,58.7,10.48
,群益優選非投等債,56,0,56,54.2,9.67
,主動群益科技創新,54,0,54,97.5,17.92
1785,光洋科,75,28,47,780.4,164.56
,期元大S&P原油反1,197,151,46,52.7,11.41
,主動群益台灣強棒,110,66,44,97.8,22.17
2344,華邦電,107,67,40,400.8,98.15
3049,精金,34,1,33,43.6,13.2
5392,能率,32,1,31,136.8,44.14
3645,達邁,40,10,30,297.3,99.09
6016,康和證,30,0,30,59.9,19.95
3607,谷崧,25,0,25,35.5,14.2
,群益ESG投等債20+,20,0,20,29.5,14.73
2353,宏碁,22,2,20,54.9,27.73
1727,中華化,44,24,20,162.5,82.48
4949,有成精密,20,1,19,193.9,101.6
2449,京元電子,36,17,19,631.9,344.8
2834,臺企銀,18,0,18,29.2,16.14
6823,濾能,21,3,18,194.5,108.03
,富邦全球投等債,18,0,18,69.1,38.36
3481,群創,91,424,-333,-884.0,26.51
2317,鴻海,23,155,-132,-3118.9,236.07
00919,群益台灣精選高息,43,133,-90,-215.8,24.14
5309,系統電,2,85,-83,-514.4,61.98
2618,長榮航,0,81,-81,-276.4,34.12
,元大台灣50正2,63,142,-79,-243.7,30.76
3048,益登,0,60,-60,-236.7,39.45
1409,新纖,0,60,-60,-101.1,16.85
1303,南亞,28,81,-53,-497.7,93.42
2390,云辰,0,50,-50,-48.3,9.67
00940,元大台灣價值高息,11,60,-49,-52.3,10.68
1802,台玻,100,146,-46,-330.8,71.9
00878,國泰永續高股息,26,70,-44,-114.6,26.41
2489,瑞軒,12,53,-41,-182.3,44.34
,主動復華未來50,12,51,-39,-67.7,17.37
2337,旺宏,63,101,-38,-607.9,160.4
6182,合晶,15,48,-33,-162.0,49.09
2303,聯電,55,87,-32,-275.8,84.94
2497,怡利電,0,30,-30,-167.4,55.8
,永豐20年美公債,0,30,-30,-69.2,23.07
0056,元大高股息,9,35,-26,-112.5,42.47
3715,定穎投控,12,36,-24,-476.3,197.68
2354,鴻準,128,152,-24,-138.6,57.73
4927,泰鼎-KY,3,25,-22,-131.4,57.39
6672,騰輝電子-KY,3,25,-22,-489.1,223.58
