code,name,net_shares,net_amount
,主動兆豐台灣豐收,329,3347.0
2103,台橡,200,3839.0
6770,力積電,163,10203.0
2344,華邦電,140,14080.0
2605,新興,122,5123.0
1904,正隆,95,1790.0
00927,群益半導體收益,65,1608.0
,元大AAA至A公司債,60,1915.0
0050,元大台灣50,57,4347.0
2610,華航,56,1056.0
,主動群益台灣強棒,49,821.0
00904,新光臺灣半導體30,43,1252.0
00919,群益台灣精選高息,42,950.0
9105,泰金寶-DR,40,224.0
6776,展碁國際,38,2382.0
3231,緯創,34,4483.0
2323,中環,31,380.0
4967,十銓,31,7829.0
1314,中石化,28,231.0
4919,新唐,28,2894.0
2489,瑞軒,23,727.0
,期元大S&P原油反1,20,380.0
1802,台玻,19,1033.0
3576,聯合再生,19,378.0
3049,精金,18,244.0
009816,凱基台灣TOP50,-1060,-11411.0
00946,群益科技高息成長,-167,-1689.0
,主動統一台股增長,-165,-3420.0
1303,南亞,-163,-12440.0
2313,華通,-162,-37303.0
00961,FT臺灣永續高息,-162,-1626.0
00940,元大台灣價值高息,-124,-1204.0
,主動復華未來50,-111,-1417.0
00952,凱基台灣AI50,-90,-1183.0
1815,富喬,-81,-8886.0
009805,新光美國電力基建,-76,-1153.0
0052,富邦科技,-71,-3181.0
2367,燿華,-57,-4342.0
00878,國泰永續高股息,-48,-1078.0
,主動群益科技創新,-47,-633.0
2884,玉山金,-46,-1460.0
3481,群創,-44,-1181.0
4906,正文,-43,-1389.0
,期元大S&P黃金正2,-42,-3954.0
1305,華夏,-41,-660.0
2303,聯電,-39,-2294.0
0056,元大高股息,-38,-1484.0
3031,佰鴻,-30,-741.0
2897,王道銀行,-30,-298.0
2845,遠東銀,-30,-374.0
