code,name,net_shares,net_amount
2367,燿華,410,32124.0
00955,中信日本商社,360,5710.0
,主動復華未來50,304,3820.0
1409,新纖,250,3994.0
,主動台新優勢成長,221,2729.0
3481,群創,146,3560.0
2834,臺企銀,120,1806.0
009816,凱基台灣TOP50,117,1253.0
,主動元大AI新經濟,116,1389.0
,主動群益科技創新,103,1386.0
,台新新光辛特,100,936.0
8021,尖點,95,25016.0
,主動兆豐台灣豐收,94,936.0
0050,元大台灣50,87,6465.0
00919,群益台灣精選高息,87,1955.0
,主動統一台股增長,67,1373.0
8028,昇陽半導體,65,12344.0
1305,華夏,62,1039.0
00909,國泰數位支付服務,50,1921.0
3576,聯合再生,46,1053.0
,群益優選非投等債,44,424.0
2419,仲琦,43,1441.0
6770,力積電,36,2062.0
6116,彩晶,35,285.0
2409,友達,34,498.0
2344,華邦電,-442,-39452.0
1609,大亞,-213,-6787.0
8027,鈦昇,-191,-24661.0
3715,定穎投控,-169,-34145.0
6147,頎邦,-122,-9551.0
3026,禾伸堂,-100,-15437.0
1909,榮成,-85,-867.0
,期元大S&P黃金正2,-80,-7081.0
2355,敬鵬,-79,-3765.0
2308,台達電,-61,-87874.0
1419,新紡,-59,-3566.0
6438,迅得,-55,-9560.0
6182,合晶,-50,-1710.0
,元大台灣50反1,-44,-642.0
2330,台積電,-39,-67926.0
1722,台肥,-30,-1386.0
1708,東鹼,-30,-1321.0
6861,睿生光電,-30,-4146.0
2327,國巨*,-26,-6678.0
2801,彰銀,-25,-515.0
1216,統一,-22,-1588.0
2371,大同,-21,-668.0
2303,聯電,-21,-1212.0
1463,強盛新,-19,-341.0
1727,中華化,-18,-929.0
